PersonID,EventID,SpaceID,StartDateTime,EndDateTime
91,0,0,2020-05-12 08:31:41,2020-05-12 08:43:06
90,55,322,2020-05-12 08:32:15,2020-05-12 08:32:46
36,68,415,2020-05-12 08:32:24,2020-05-12 08:32:57
90,55,323,2020-05-12 08:32:46,2020-05-12 08:33:34
36,68,414,2020-05-12 08:32:57,2020-05-12 08:33:22
36,68,247,2020-05-12 08:33:22,2020-05-12 11:39:01
90,55,169,2020-05-12 08:33:34,2020-05-12 10:58:10
132,116,301,2020-05-12 08:33:55,2020-05-12 08:34:04
67,7,301,2020-05-12 08:34:01,2020-05-12 08:34:11
132,116,401,2020-05-12 08:34:04,2020-05-12 08:34:13
17,33,120,2020-05-12 08:34:04,2020-05-12 08:34:18
67,7,401,2020-05-12 08:34:11,2020-05-12 08:34:31
132,116,402,2020-05-12 08:34:13,2020-05-12 08:34:34
114,0,0,2020-05-12 08:34:17,2020-05-12 08:45:31
17,33,301,2020-05-12 08:34:18,2020-05-12 08:34:28
17,33,401,2020-05-12 08:34:28,2020-05-12 08:34:43
67,7,402,2020-05-12 08:34:31,2020-05-12 08:34:58
132,116,403,2020-05-12 08:34:34,2020-05-12 08:35:58
61,65,0,2020-05-12 08:34:36,2020-05-12 08:38:08
60,0,0,2020-05-12 08:34:41,2020-05-12 08:44:58
30,64,0,2020-05-12 08:34:43,2020-05-12 08:35:29
17,33,402,2020-05-12 08:34:43,2020-05-12 08:35:04
140,0,0,2020-05-12 08:34:55,2020-05-12 08:45:43
67,7,403,2020-05-12 08:34:58,2020-05-12 08:35:32
17,33,403,2020-05-12 08:35:04,2020-05-12 08:36:26
30,64,326,2020-05-12 08:35:29,2020-05-12 08:35:47
67,7,404,2020-05-12 08:35:32,2020-05-12 08:35:55
30,64,320,2020-05-12 08:35:47,2020-05-12 08:36:37
89,140,0,2020-05-12 08:35:53,2020-05-12 08:46:32
67,7,405,2020-05-12 08:35:55,2020-05-12 08:36:11
132,116,412,2020-05-12 08:35:58,2020-05-12 08:37:21
55,0,0,2020-05-12 08:36:09,2020-05-12 08:44:46
67,7,209,2020-05-12 08:36:11,2020-05-12 09:08:30
17,33,412,2020-05-12 08:36:26,2020-05-12 08:37:41
30,64,315,2020-05-12 08:36:37,2020-05-12 08:37:15
94,11,0,2020-05-12 08:36:41,2020-05-12 08:37:43
30,64,316,2020-05-12 08:37:15,2020-05-12 08:37:55
132,116,415,2020-05-12 08:37:21,2020-05-12 08:37:40
92,0,0,2020-05-12 08:37:35,2020-05-12 08:47:42
132,116,414,2020-05-12 08:37:40,2020-05-12 08:38:01
17,33,415,2020-05-12 08:37:41,2020-05-12 08:38:13
94,11,326,2020-05-12 08:37:43,2020-05-12 08:38:25
30,64,317,2020-05-12 08:37:55,2020-05-12 08:38:21
132,116,245,2020-05-12 08:38:01,2020-05-12 10:20:50
61,65,306,2020-05-12 08:38:08,2020-05-12 08:38:41
17,33,416,2020-05-12 08:38:13,2020-05-12 08:38:27
30,64,110,2020-05-12 08:38:21,2020-05-12 09:02:04
94,11,102,2020-05-12 08:38:25,2020-05-12 08:39:39
17,33,250,2020-05-12 08:38:27,2020-05-12 09:02:46
26,0,0,2020-05-12 08:38:33,2020-05-12 08:47:31
80,20,0,2020-05-12 08:38:41,2020-05-12 08:39:38
61,65,128,2020-05-12 08:38:41,2020-05-12 11:33:00
115,0,0,2020-05-12 08:38:52,2020-05-12 08:48:54
31,0,0,2020-05-12 08:38:54,2020-05-12 08:49:06
75,3,0,2020-05-12 08:39:00,2020-05-12 08:42:16
34,0,0,2020-05-12 08:39:37,2020-05-12 08:48:22
80,20,326,2020-05-12 08:39:38,2020-05-12 08:39:57
94,11,321,2020-05-12 08:39:39,2020-05-12 08:40:36
80,20,320,2020-05-12 08:39:57,2020-05-12 08:41:03
135,92,0,2020-05-12 08:40:15,2020-05-12 08:47:14
10,33,0,2020-05-12 08:40:26,2020-05-12 08:43:49
66,0,0,2020-05-12 08:40:27,2020-05-12 08:52:44
94,11,178,2020-05-12 08:40:36,2020-05-12 11:39:25
80,20,315,2020-05-12 08:41:03,2020-05-12 08:42:28
75,3,312,2020-05-12 08:42:16,2020-05-12 08:43:13
80,20,303,2020-05-12 08:42:28,2020-05-12 08:42:55
80,20,304,2020-05-12 08:42:55,2020-05-12 08:43:18
91,0,0,2020-05-12 08:43:06,2020-05-12 08:52:17
75,3,308,2020-05-12 08:43:13,2020-05-12 08:43:40
80,20,305,2020-05-12 08:43:18,2020-05-12 08:43:37
80,20,138,2020-05-12 08:43:37,2020-05-12 08:45:40
75,3,309,2020-05-12 08:43:40,2020-05-12 08:43:50
10,33,301,2020-05-12 08:43:49,2020-05-12 08:44:15
46,81,0,2020-05-12 08:43:49,2020-05-12 08:48:33
75,3,310,2020-05-12 08:43:50,2020-05-12 08:44:45
10,33,302,2020-05-12 08:44:15,2020-05-12 08:44:34
10,33,133,2020-05-12 08:44:34,2020-05-12 12:19:15
75,3,161,2020-05-12 08:44:45,2020-05-12 09:23:23
55,0,0,2020-05-12 08:44:46,2020-05-12 08:55:37
60,0,0,2020-05-12 08:44:58,2020-05-12 08:56:07
114,0,0,2020-05-12 08:45:31,2020-05-12 08:54:59
80,77,138,2020-05-12 08:45:40,2020-05-12 08:46:26
140,0,0,2020-05-12 08:45:43,2020-05-12 08:54:41
80,77,306,2020-05-12 08:46:26,2020-05-12 08:47:08
89,140,313,2020-05-12 08:46:32,2020-05-12 08:46:44
89,140,410,2020-05-12 08:46:44,2020-05-12 08:47:14
69,0,125,2020-05-12 08:47:01,2020-05-12 08:47:18
80,77,307,2020-05-12 08:47:08,2020-05-12 08:47:28
135,92,162,2020-05-12 08:47:14,2020-05-12 11:53:32
135,92,313,2020-05-12 08:47:14,2020-05-12 08:47:14
89,140,215,2020-05-12 08:47:14,2020-05-12 09:31:40
69,0,304,2020-05-12 08:47:18,2020-05-12 08:47:44
80,77,312,2020-05-12 08:47:28,2020-05-12 08:47:39
26,0,0,2020-05-12 08:47:31,2020-05-12 08:57:46
80,77,409,2020-05-12 08:47:39,2020-05-12 08:49:31
92,0,0,2020-05-12 08:47:42,2020-05-12 08:58:13
69,0,303,2020-05-12 08:47:44,2020-05-12 08:49:03
84,0,0,2020-05-12 08:48:14,2020-05-12 08:58:48
34,0,0,2020-05-12 08:48:22,2020-05-12 08:58:09
46,81,325,2020-05-12 08:48:33,2020-05-12 08:49:46
115,0,0,2020-05-12 08:48:54,2020-05-12 08:57:37
69,0,315,2020-05-12 08:49:03,2020-05-12 08:50:47
31,0,0,2020-05-12 08:49:06,2020-05-12 08:59:19
80,77,418,2020-05-12 08:49:31,2020-05-12 08:49:41
80,77,419,2020-05-12 08:49:41,2020-05-12 08:50:01
46,81,421,2020-05-12 08:49:46,2020-05-12 08:50:09
80,77,421,2020-05-12 08:50:01,2020-05-12 08:51:10
46,81,419,2020-05-12 08:50:09,2020-05-12 08:50:53
69,0,320,2020-05-12 08:50:47,2020-05-12 08:51:07
46,81,253,2020-05-12 08:50:53,2020-05-12 10:42:53
69,0,326,2020-05-12 08:51:07,2020-05-12 08:51:48
80,77,417,2020-05-12 08:51:10,2020-05-12 08:51:21
80,77,251,2020-05-12 08:51:21,2020-05-12 10:54:57
69,0,0,2020-05-12 08:51:48,2020-05-12 08:57:32
159,0,0,2020-05-12 08:52:08,2020-05-12 09:02:05
91,0,0,2020-05-12 08:52:17,2020-05-12 09:02:54
79,0,0,2020-05-12 08:52:41,2020-05-12 09:03:33
66,64,0,2020-05-12 08:52:44,2020-05-12 08:55:19
157,0,0,2020-05-12 08:54:35,2020-05-12 09:03:36
140,0,0,2020-05-12 08:54:41,2020-05-12 09:04:12
114,0,0,2020-05-12 08:54:59,2020-05-12 09:04:32
66,64,301,2020-05-12 08:55:19,2020-05-12 08:55:31
66,64,401,2020-05-12 08:55:31,2020-05-12 08:55:46
55,77,0,2020-05-12 08:55:37,2020-05-12 09:02:54
21,4,0,2020-05-12 08:55:38,2020-05-12 08:59:45
105,0,0,2020-05-12 08:55:38,2020-05-12 09:05:45
66,64,402,2020-05-12 08:55:46,2020-05-12 08:56:12
60,0,0,2020-05-12 08:56:07,2020-05-12 09:05:33
66,64,403,2020-05-12 08:56:12,2020-05-12 08:56:58
66,64,404,2020-05-12 08:56:58,2020-05-12 08:57:36
69,0,0,2020-05-12 08:57:32,2020-05-12 09:07:16
62,0,0,2020-05-12 08:57:36,2020-05-12 09:06:24
66,64,405,2020-05-12 08:57:36,2020-05-12 08:58:22
115,113,0,2020-05-12 08:57:37,2020-05-12 09:00:02
26,0,0,2020-05-12 08:57:46,2020-05-12 09:07:58
107,108,0,2020-05-12 08:57:51,2020-05-12 08:58:30
34,0,0,2020-05-12 08:58:09,2020-05-12 09:07:22
92,0,0,2020-05-12 08:58:13,2020-05-12 09:09:24
22,36,0,2020-05-12 08:58:19,2020-05-12 09:03:22
66,64,406,2020-05-12 08:58:22,2020-05-12 08:58:36
107,108,326,2020-05-12 08:58:30,2020-05-12 08:58:52
66,64,212,2020-05-12 08:58:36,2020-05-12 11:30:28
84,35,0,2020-05-12 08:58:48,2020-05-12 09:03:32
107,108,320,2020-05-12 08:58:52,2020-05-12 09:00:14
31,0,0,2020-05-12 08:59:19,2020-05-12 09:08:28
21,4,301,2020-05-12 08:59:45,2020-05-12 08:59:57
21,4,401,2020-05-12 08:59:57,2020-05-12 09:00:14
115,113,325,2020-05-12 09:00:02,2020-05-12 09:01:32
107,108,315,2020-05-12 09:00:14,2020-05-12 09:01:37
21,4,402,2020-05-12 09:00:14,2020-05-12 09:00:30
21,4,403,2020-05-12 09:00:30,2020-05-12 09:01:32
120,102,0,2020-05-12 09:00:44,2020-05-12 09:03:21
72,0,0,2020-05-12 09:00:44,2020-05-12 09:08:43
115,113,421,2020-05-12 09:01:32,2020-05-12 09:01:55
21,4,412,2020-05-12 09:01:32,2020-05-12 09:02:02
