season,age,gender,ta,thermal_sensation,BMI,cluster
1.0,14.0,1.0,23.85675,-2.5,21.30592375655866,0
1.0,15.0,2.0,23.85675,-2.0,20.418261890492037,1
1.0,15.0,2.0,23.85675,-2.8,19.39923906697581,1
1.0,15.0,1.0,23.85675,-1.6,20.41826189049204,0
1.0,14.0,2.0,23.85675,-1.0,20.60026586890686,1
1.0,13.0,2.0,23.85675,0.0,20.923672895509075,1
1.0,14.0,2.0,23.85675,0.1,23.63764307817355,1
1.0,15.0,1.0,23.85675,-1.0,20.418261890492037,0
1.0,15.0,2.0,23.85675,-1.0,20.418261890492037,1
1.0,16.0,1.0,23.85675,-1.0,20.571428571428573,0
1.0,15.0,1.0,23.85675,0.0,25.02735464878586,0
1.0,14.0,2.0,23.85675,-0.5,22.18152719661448,1
1.0,14.0,2.0,23.85675,-0.5,22.18152719661448,1
1.0,14.0,2.0,23.85675,-0.6,22.18152719661448,1
1.0,15.0,2.0,23.85675,0.0,21.8743777720511,1
1.0,15.0,2.0,23.85675,-0.1,20.418261890492037,1
1.0,15.0,2.0,23.85675,-0.5,20.41826189049204,1
1.0,14.0,1.0,23.85675,-0.2,24.699698654071447,0
1.0,14.0,1.0,23.85675,0.3,24.44687078808152,0
1.0,14.0,1.0,23.85675,-1.0,23.16004365525769,0
1.0,14.0,2.0,23.853,-1.0,21.396778349135246,1
1.0,14.0,1.0,23.853,-2.0,21.30592375655866,0
1.0,14.0,1.0,23.853,-2.0,21.30592375655866,0
1.0,14.0,2.0,23.853,-2.3,21.396778349135246,1
1.0,14.0,1.0,23.853,-3.0,20.377755525619023,0
1.0,15.0,1.0,23.853,-1.0,20.418261890492037,0
1.0,15.0,2.0,23.853,-2.0,20.418261890492037,1
1.0,15.0,2.0,23.853,-1.5,20.41826189049204,1
1.0,15.0,2.0,23.853,-0.6,20.418261890492037,1
1.0,16.0,1.0,23.853,-1.5,20.571428571428573,0
1.0,14.0,2.0,23.853,-1.0,21.396778349135246,1
1.0,14.0,2.0,23.853,-0.1,22.18152719661448,1
1.0,14.0,1.0,23.853,-2.0,21.30592375655866,0
1.0,15.0,2.0,23.853,-0.2,20.418261890492037,1
1.0,15.0,1.0,23.853,1.0,26.623888799743053,0
1.0,15.0,1.0,23.853,0.2,25.855387318438467,0
1.0,15.0,1.0,23.853,-1.0,20.418261890492037,0
1.0,14.0,1.0,23.853,0.7,22.958675311680565,0
1.0,14.0,2.0,23.631,-1.5,21.396778349135246,1
1.0,13.0,2.0,23.631,-0.9,21.567018694800925,1
1.0,15.0,2.0,23.631,0.0,22.18152719661448,1
1.0,15.0,1.0,23.631,-0.6,20.418261890492037,0
1.0,15.0,1.0,23.631,-1.0,20.418261890492037,0
1.0,15.0,2.0,23.631,-2.5,20.418261890492037,1
1.0,15.0,1.0,23.631,-0.8,20.41826189049204,0
1.0,14.0,2.0,23.631,-1.0,22.18152719661448,1
1.0,14.0,2.0,23.631,0.0,22.18152719661448,1
1.0,15.0,1.0,23.631,-0.9,20.418261890492037,0
1.0,15.0,2.0,23.631,-2.0,20.418261890492037,1
1.0,13.0,2.0,23.631,-1.0,21.567018694800925,1
1.0,13.0,2.0,23.631,-2.0,19.00724090845009,1
1.0,14.0,1.0,23.631,-1.4,23.16004365525769,0
1.0,13.0,2.0,23.631,-0.7,21.567018694800925,1
1.0,15.0,1.0,23.631,-1.5,20.418261890492037,0
1.0,15.0,1.0,23.631,-2.0,20.32740729791545,0
1.0,14.0,1.0,23.631,0.0,23.590569950530277,0
1.0,15.0,1.0,23.631,0.5,24.967533109604176,0
1.0,15.0,1.0,23.631,-1.0,20.418261890492037,0
1.0,15.0,1.0,23.631,0.0,23.590569950530277,0
1.0,15.0,1.0,23.635,-0.3,22.18152719661448,0
1.0,14.0,2.0,23.635,-2.7,20.46861011819561,1
1.0,14.0,2.0,23.635,-2.0,21.396778349135246,1
1.0,13.0,2.0,23.635,-3.0,19.00724090845009,1
1.0,14.0,1.0,23.635,0.7,22.95867531168056,0
1.0,15.0,1.0,23.635,-1.0,20.418261890492037,0
1.0,14.0,2.0,23.635,-1.3,20.418261890492037,1
1.0,14.0,1.0,23.635,-1.5,23.16004365525769,0
1.0,14.0,2.0,23.635,-1.5,21.396778349135246,1
1.0,15.0,1.0,23.635,-1.0,20.418261890492037,0
1.0,15.0,2.0,23.635,-2.0,20.418261890492037,1
1.0,15.0,1.0,23.635,-2.0,20.32740729791545,0
1.0,15.0,2.0,23.635,1.0,28.15915740378729,1
1.0,14.0,1.0,23.635,0.3,25.177298076987302,0
1.0,15.0,2.0,23.635,0.3,23.63764307817355,1
1.0,15.0,1.0,23.635,1.0,26.57681567209978,0
1.0,14.0,1.0,23.635,-0.2,22.18152719661448,0
1.0,15.0,1.0,23.635,-0.6,20.418261890492037,0
1.0,15.0,1.0,23.6325,-2.0,20.32740729791545,0
1.0,14.0,1.0,23.6325,-1.0,23.16004365525769,0
1.0,14.0,2.0,23.6325,-2.7,20.46861011819561,1
1.0,15.0,1.0,23.6325,-1.0,20.41826189049204,0
1.0,15.0,2.0,23.6325,0.0,22.18152719661448,1
1.0,15.0,2.0,23.6325,0.0,22.18152719661448,1
1.0,15.0,1.0,23.6325,-0.5,22.18152719661448,0
1.0,14.0,2.0,23.6325,-1.0,22.18152719661448,1
1.0,14.0,2.0,23.6325,-0.7,22.18152719661448,1
1.0,14.0,2.0,23.6325,-0.6,22.18152719661448,1
1.0,16.0,2.0,23.6325,0.0,22.02754445298764,1
1.0,16.0,1.0,23.6325,0.8,26.57681567209978,0
1.0,15.0,1.0,23.6325,2.0,25.890537559435007,3
1.0,15.0,2.0,23.6325,1.0,28.15915740378729,1
1.0,15.0,2.0,23.6325,0.5,23.63764307817355,1
1.0,14.0,2.0,23.6325,0.5,23.63764307817355,1
1.0,15.0,1.0,23.6325,-0.3,22.18152719661448,0
1.0,15.0,1.0,23.6325,0.0,23.590569950530277,0
1.0,15.0,2.0,23.6325,-0.3,20.418261890492037,1
1.0,59.0,1.0,23.6325,1.2,26.546980526771243,0
1.0,14.0,2.0,21.877,-2.5,19.4900936595524,1
1.0,14.0,2.0,21.877,-2.5,19.4900936595524,1
1.0,15.0,2.0,21.877,-1.0,20.418261890492037,1
1.0,15.0,1.0,21.877,-2.0,19.39923906697581,0
1.0,14.0,1.0,21.877,-2.7,19.39923906697581,0
1.0,14.0,2.0,21.877,-2.5,19.4900936595524,1
1.0,14.0,1.0,21.877,-2.5,19.39923906697581,0
1.0,15.0,1.0,21.877,-1.0,20.418261890492037,0
1.0,14.0,1.0,21.877,-0.5,22.18152719661448,0
1.0,15.0,1.0,21.877,-2.0,19.39923906697581,0
1.0,16.0,2.0,21.877,-2.1,19.4900936595524,1
1.0,14.0,1.0,21.877,-1.0,22.18152719661449,0
1.0,14.0,1.0,21.877,-0.1,21.453484868572158,0
1.0,14.0,2.0,21.877,0.0,21.453484868572158,1
1.0,15.0,2.0,21.877,-0.6,20.418261890492037,1
1.0,14.0,1.0,21.877,-1.0,22.18152719661449,0
1.0,15.0,1.0,21.877,-2.0,19.39923906697581,0
1.0,16.0,1.0,21.877,-2.0,19.39923906697581,0
1.0,13.0,1.0,26.9945,-1.0,17.830981540832987,0
1.0,14.0,2.0,26.9945,-0.2,16.58886617028664,1
1.0,14.0,2.0,26.9945,1.0,19.476234128511845,1
1.0,15.0,1.0,26.9945,-1.0,17.830981540832987,0
1.0,14.0,1.0,26.9945,0.5,19.06900362009885,0
1.0,15.0,2.0,26.9945,0.0,16.58886617028664,1
1.0,15.0,1.0,26.9945,0.5,19.669597732980304,0
1.0,15.0,1.0,26.9945,2.0,23.6048599959981,3
1.0,15.0,1.0,26.9945,0.6,19.880130805172723,0
1.0,15.0,2.0,26.9945,-0.5,16.58886617028664,1
1.0,15.0,2.0,26.9945,0.0,16.58886617028664,1
1.0,40.0,2.0,26.9945,1.0,18.55705389873656,1
1.0,13.0,2.0,26.9945,1.0,19.476234128511845,1
1.0,14.0,1.0,26.9945,0.0,17.830981540832987,0
1.0,15.0,1.0,26.9945,2.0,23.6048599959981,3
1.0,16.0,1.0,26.9945,0.0,22.29925074002671,0
1.0,14.0,1.0,26.9945,1.0,19.476234128511845,0
1.0,14.0,1.0,26.9945,0.2,19.06900362009885,0
1.0,17.0,2.0,22.0785,-2.0,19.643260340488936,1
1.0,16.0,1.0,22.0785,-2.0,19.39923906697581,0
1.0,17.0,2.0,22.0785,-1.3,20.571428571428573,1
1.0,17.0,2.0,22.0785,-2.0,19.643260340488936,1
1.0,17.0,1.0,22.0785,-2.4,19.835578745745604,0
1.0,17.0,1.0,22.0785,-1.0,20.571428571428573,0
1.0,17.0,1.0,22.0785,-1.0,20.571428571428573,0
1.0,17.0,1.0,22.0785,-0.7,20.571428571428573,0
1.0,16.0,2.0,22.0785,-0.5,20.41826189049204,1
1.0,17.0,1.0,22.0785,-2.0,20.879028135489538,0
1.0,17.0,1.0,22.0785,-2.1,19.950859904549898,0
1.0,17.0,2.0,22.0785,-1.0,20.571428571428573,1
1.0,16.0,2.0,22.0785,-1.0,20.418261890492037,1
1.0,17.0,2.0,22.0785,-2.0,19.643260340488936,1
1.0,17.0,1.0,22.0785,-1.5,20.480573978851982,0
1.0,17.0,1.0,22.0785,-1.0,20.571428571428573,0
1.0,18.0,1.0,22.0785,0.0,21.815543508165128,0
1.0,58.0,1.0,22.0785,-1.0,25.22045741459044,0
1.0,18.0,1.0,22.0785,-1.6,22.950036174500564,0
1.0,17.0,1.0,22.682,-1.8,20.480573978851982,0
1.0,17.0,1.0,22.682,-2.2,20.46740893576304,0
1.0,17.0,2.0,22.682,-3.0,19.552405747912346,1
1.0,17.0,2.0,22.682,-3.0,19.552405747912346,1
1.0,17.0,2.0,22.682,-3.0,19.552405747912346,1
1.0,17.0,2.0,22.682,-1.0,20.571428571428573,1
1.0,17.0,1.0,22.682,-2.0,19.552405747912346,0
1.0,17.0,1.0,22.682,-2.0,19.552405747912346,0
1.0,17.0,1.0,22.682,-1.0,20.571428571428573,0
1.0,17.0,2.0,22.682,-2.5,19.552405747912346,1
1.0,17.0,1.0,22.682,-2.0,19.552405747912346,0
1.0,17.0,1.0,22.682,-2.0,19.552405747912346,0
1.0,17.0,1.0,22.682,-2.0,19.552405747912346,0
1.0,17.0,1.0,22.682,-0.9,20.571428571428573,0
1.0,17.0,2.0,22.682,-1.0,20.571428571428573,1
1.0,17.0,1.0,22.682,0.0,23.59558646114585,0
1.0,17.0,1.0,22.682,-0.5,20.571428571428573,0
1.0,17.0,1.0,22.67025,-1.9,20.480573978851982,0
1.0,17.0,2.0,22.67025,-2.5,19.552405747912346,1
1.0,17.0,1.0,22.67025,-1.8,20.480573978851982,0
1.0,17.0,2.0,22.67025,-2.0,19.643260340488933,1
1.0,17.0,1.0,22.67025,0.5,23.399548913485,0
1.0,17.0,1.0,22.67025,-2.0,19.552405747912346,0
1.0,17.0,1.0,22.67025,-1.8,20.480573978851982,0
1.0,17.0,2.0,22.67025,-1.0,20.571428571428573,1
1.0,18.0,2.0,22.67025,-1.5,22.16026785714286,1
1.0,16.0,2.0,22.67025,-1.0,20.418261890492037,1
1.0,17.0,2.0,22.67025,-2.0,19.643260340488933,1
1.0,16.0,2.0,22.67025,-1.9,20.418261890492037,1
1.0,17.0,1.0,22.67025,-2.0,19.552405747912346,0
1.0,17.0,2.0,22.67025,-0.1,20.571428571428573,1
1.0,16.0,1.0,22.67025,0.4,21.453484868572158,0
1.0,16.0,2.0,22.67025,-0.5,20.41826189049204,1
1.0,16.0,1.0,22.67025,-2.0,19.39923906697581,0
1.0,13.0,2.0,22.363,-2.7,19.39923906697581,1
1.0,15.0,2.0,22.363,-3.0,19.39923906697581,1
1.0,15.0,2.0,22.363,-2.6,19.39923906697581,1
1.0,15.0,2.0,22.363,-2.5,19.4900936595524,1
1.0,14.0,2.0,22.363,-2.0,19.4900936595524,1
1.0,15.0,1.0,22.363,-0.4,22.18152719661448,0
1.0,14.0,1.0,22.363,-2.5,19.39923906697581,0
1.0,14.0,1.0,22.363,-1.1,22.18152719661448,0
1.0,15.0,2.0,22.363,-2.5,19.4900936595524,1
1.0,15.0,2.0,22.363,-2.0,19.4900936595524,1
1.0,15.0,1.0,22.363,-1.0,20.418261890492037,0
1.0,14.0,2.0,22.363,-1.0,22.18152719661448,1
1.0,13.0,2.0,22.363,-1.0,22.18152719661449,1
1.0,15.0,2.0,22.363,-1.9,19.4900936595524,1
1.0,14.0,1.0,22.363,-1.3,22.18152719661449,0
1.0,14.0,1.0,22.363,-2.0,19.39923906697581,0
1.0,14.0,1.0,22.363,-1.0,22.18152719661448,0
1.0,14.0,2.0,22.363,-0.8,22.18152719661449,1
1.0,14.0,1.0,22.363,-0.7,22.18152719661448,0
1.0,15.0,2.0,23.5142,-2.0,20.418261890492037,1
1.0,15.0,2.0,23.5142,-1.2,20.418261890492037,1
1.0,15.0,2.0,23.5142,-2.0,20.418261890492037,1
1.0,15.0,1.0,23.5142,-1.0,20.418261890492037,0
1.0,13.0,2.0,23.5142,-1.0,21.567018694800925,1
1.0,13.0,2.0,23.5142,0.0,21.567018694800925,1
1.0,14.0,2.0,23.5142,-0.5,22.18152719661448,1
1.0,15.0,2.0,23.5142,0.0,22.18152719661448,1
1.0,15.0,1.0,23.5142,-0.5,22.18152719661449,0
1.0,15.0,2.0,23.5142,0.0,22.18152719661448,1
1.0,15.0,2.0,23.5142,-0.1,20.418261890492037,1
1.0,15.0,1.0,23.5142,2.5,25.890537559435007,3
1.0,14.0,1.0,23.5142,-2.0,21.30592375655866,0
1.0,15.0,2.0,23.5142,-0.7,20.418261890492037,1
1.0,16.0,1.0,23.5142,0.0,20.571428571428573,0
1.0,15.0,1.0,23.5142,-0.5,22.18152719661449,0
1.0,15.0,1.0,23.5142,1.0,26.57681567209978,0
1.0,14.0,2.0,23.5142,0.0,22.18152719661448,1
1.0,15.0,1.0,23.5142,-0.5,22.18152719661449,0
1.0,15.0,1.0,23.5142,0.0,22.18152719661448,0
1.0,15.0,2.0,23.5142,0.5,23.63764307817355,1
1.0,16.0,1.0,24.8612,0.5,21.87447229291358,0
1.0,15.0,1.0,24.8612,0.3,21.87447229291358,0
1.0,52.0,2.0,24.8612,0.0,20.128350571035448,1
1.0,15.0,1.0,24.8612,0.2,21.874472292913584,0
1.0,15.0,1.0,24.8612,0.8,21.38584378963776,0
1.0,16.0,1.0,24.8612,1.8,24.59088207644215,3
1.0,15.0,1.0,24.8612,-0.7,22.964175292288797,0
1.0,15.0,2.0,24.8612,-1.0,18.73142871695317,1
1.0,15.0,2.0,24.8612,-0.5,17.527515432913138,1
1.0,15.0,1.0,24.8612,0.2,21.874472292913584,0
1.0,15.0,2.0,24.8612,1.0,25.966913225231394,1
1.0,15.0,2.0,24.8612,1.0,25.966913225231394,1
1.0,14.0,2.0,24.8612,1.0,21.597969754645497,1
1.0,15.0,2.0,24.8612,1.0,25.966913225231394,1
1.0,16.0,2.0,24.8612,0.5,25.13888055557879,1
1.0,15.0,2.0,24.35833333,-1.7,21.120966157638332,1
1.0,15.0,2.0,24.35833333,-2.7,21.120966157638332,1
1.0,15.0,2.0,24.35833333,0.0,23.457367848622894,1
1.0,15.0,1.0,24.35833333,-2.1,21.030111565061752,0
1.0,16.0,2.0,24.35833333,0.0,22.95989688161439,1
1.0,15.0,2.0,24.35833333,-1.0,20.14244969899513,1
1.0,16.0,1.0,24.35833333,-2.0,21.030111565061752,0
1.0,16.0,2.0,24.35833333,0.0,22.95989688161439,1
1.0,17.0,1.0,24.35833333,1.0,22.94595039476002,0
1.0,14.0,1.0,24.35833333,-1.5,18.36389510915824,0
1.0,14.0,2.0,24.35833333,-2.0,18.36389510915824,1
1.0,16.0,1.0,24.35833333,0.0,21.874472292913584,0
1.0,15.0,1.0,24.35833333,0.0,21.874472292913584,0
1.0,15.0,1.0,24.35833333,2.0,24.470573416995915,3
1.0,38.0,2.0,24.35833333,1.0,21.720851368340146,1
1.0,15.0,1.0,24.35833333,0.9,24.11434342313456,0
1.0,15.0,2.0,24.35833333,-1.0,20.14244969899513,1
1.0,16.0,1.0,23.42925,-2.0,20.480573978851982,0
1.0,15.0,1.0,23.42925,-2.0,20.32740729791545,0
1.0,16.0,2.0,23.42925,-2.8,19.552405747912346,1
1.0,15.0,2.0,23.42925,-2.5,19.4900936595524,1
1.0,15.0,1.0,23.42925,-1.0,20.418261890492037,0
1.0,16.0,1.0,23.42925,-1.0,20.571428571428573,0
1.0,15.0,1.0,23.42925,-2.0,20.32740729791545,0
1.0,16.0,1.0,23.42925,-2.0,20.480573978851982,0
1.0,16.0,1.0,23.42925,-0.2,20.571428571428573,0
1.0,16.0,1.0,23.42925,-1.7,20.480573978851982,0
1.0,15.0,2.0,23.42925,-1.6,20.418261890492037,1
1.0,16.0,2.0,23.42925,-1.0,20.571428571428573,1
1.0,16.0,2.0,23.42925,-0.8,20.571428571428573,1
1.0,15.0,1.0,23.42925,-2.3,20.32740729791545,0
1.0,15.0,2.0,21.4495,-2.0,19.4900936595524,1
1.0,14.0,2.0,21.4495,-2.7,19.39923906697581,1
1.0,15.0,2.0,21.4495,-2.3,19.4900936595524,1
1.0,16.0,2.0,21.4495,-2.5,19.810174284394925,1
1.0,15.0,1.0,21.4495,-2.0,19.39923906697581,0
1.0,15.0,2.0,21.4495,-3.0,19.39923906697581,1
1.0,15.0,1.0,21.4495,-2.5,19.39923906697581,0
1.0,15.0,2.0,21.4495,0.0,20.96698892813456,1
1.0,16.0,2.0,21.4495,-2.0,19.4900936595524,1
1.0,15.0,2.0,21.4495,-3.0,19.39923906697581,1
1.0,16.0,2.0,21.4495,-2.7,18.779901026787904,1
1.0,16.0,1.0,21.4495,-1.0,20.418261890492037,0
1.0,16.0,1.0,21.4495,0.0,18.515560843183508,0
1.0,16.0,1.0,21.4495,-1.6,19.39923906697581,0
1.0,17.0,1.0,21.4495,0.0,20.555099176863383,0
1.0,16.0,2.0,22.942,-2.4,19.643260340488936,1
1.0,16.0,2.0,22.942,-2.0,20.571428571428573,1
1.0,15.0,2.0,22.942,-2.0,20.418261890492037,1
1.0,15.0,2.0,22.942,-2.0,20.418261890492037,1
1.0,15.0,2.0,22.942,-3.0,19.39923906697581,1
1.0,16.0,1.0,22.942,-2.2,19.552405747912346,0
1.0,16.0,2.0,22.942,-1.0,20.571428571428573,1
1.0,16.0,2.0,22.942,-2.2,19.643260340488933,1
1.0,16.0,2.0,22.942,-2.1,19.643260340488933,1
1.0,16.0,1.0,22.942,-1.5,20.480573978851982,0
1.0,15.0,1.0,22.942,-2.0,20.32740729791545,0
1.0,16.0,1.0,22.942,-0.9,20.571428571428573,0
1.0,15.0,2.0,22.942,-2.0,20.418261890492037,1
1.0,16.0,1.0,22.942,-2.0,20.480573978851982,0
1.0,17.0,1.0,22.942,-1.2,20.571428571428573,0
1.0,16.0,1.0,22.73333333,-1.0,20.41826189049204,0
1.0,16.0,1.0,22.73333333,-2.0,19.39923906697581,0
1.0,16.0,1.0,22.73333333,-1.0,20.41826189049204,0
1.0,16.0,1.0,22.73333333,-2.0,19.39923906697581,0
1.0,17.0,1.0,22.73333333,-2.0,19.552405747912346,0
1.0,16.0,2.0,22.73333333,-1.0,20.418261890492037,1
1.0,15.0,2.0,22.73333333,-1.0,20.418261890492037,1
1.0,16.0,1.0,22.73333333,-1.0,20.41826189049204,0
1.0,16.0,2.0,22.73333333,-1.8,20.41826189049204,1
1.0,16.0,2.0,22.73333333,-1.5,20.418261890492037,1
1.0,15.0,2.0,22.73333333,-1.5,20.418261890492037,1
1.0,17.0,1.0,22.73333333,-1.5,20.480573978851982,0
1.0,17.0,1.0,22.73333333,-1.0,20.571428571428573,0
1.0,16.0,2.0,22.73333333,0.0,20.41826189049204,1
1.0,16.0,1.0,22.73333333,-0.5,20.41826189049204,0
1.0,15.0,1.0,22.73333333,-2.0,19.39923906697581,0
1.0,16.0,1.0,22.631,-1.8,20.32740729791545,0
1.0,16.0,2.0,22.631,-2.0,19.4900936595524,1
1.0,16.0,2.0,22.631,-2.8,19.39923906697581,1
1.0,15.0,2.0,22.631,-2.4,19.4900936595524,1
1.0,16.0,2.0,22.631,-0.6,20.418261890492037,1
1.0,32.0,2.0,22.631,-0.3,21.513858510523864,1
1.0,15.0,2.0,22.631,-0.7,20.418261890492037,1
1.0,16.0,1.0,22.631,-2.0,19.39923906697581,0
1.0,16.0,1.0,22.631,-2.0,19.39923906697581,0
1.0,16.0,1.0,22.631,-1.0,20.418261890492037,0
1.0,16.0,2.0,22.631,-0.5,20.418261890492037,1
1.0,16.0,1.0,22.631,0.0,21.453484868572158,0
1.0,17.0,1.0,22.631,-1.1,20.571428571428573,0
1.0,16.0,1.0,22.631,-2.0,19.39923906697581,0
1.0,16.0,1.0,22.631,0.0,21.453484868572158,0
1.0,16.0,1.0,22.631,-2.0,19.39923906697581,0
1.0,16.0,1.0,22.631,0.0,21.453484868572158,0
1.0,16.0,1.0,22.631,1.0,22.27211433180652,0
1.0,15.0,2.0,22.937,-2.0,20.418261890492037,1
1.0,15.0,2.0,22.937,-1.0,20.418261890492037,1
1.0,15.0,2.0,22.937,0.0,22.18152719661448,1
1.0,15.0,2.0,22.937,-0.3,20.418261890492037,1
1.0,16.0,1.0,22.937,-1.2,20.571428571428573,0
1.0,14.0,1.0,22.937,-2.2,19.39923906697581,0
1.0,15.0,1.0,22.937,-1.8,20.32740729791545,0
1.0,16.0,2.0,22.937,-0.5,20.571428571428573,1
1.0,15.0,1.0,22.937,0.0,22.18152719661448,0
1.0,16.0,1.0,22.937,-0.4,20.571428571428573,0
1.0,15.0,1.0,22.937,-1.0,20.418261890492037,0
1.0,16.0,2.0,22.76433333,-1.0,20.41826189049204,1
1.0,15.0,1.0,22.76433333,-1.7,20.32740729791545,0
1.0,15.0,2.0,22.76433333,-2.0,20.41826189049204,1
1.0,16.0,1.0,22.76433333,-0.8,20.41826189049204,0
1.0,15.0,2.0,22.76433333,0.4,21.453484868572158,1
1.0,16.0,2.0,22.76433333,-1.0,20.41826189049204,1
1.0,15.0,1.0,22.76433333,0.0,22.18152719661448,0
1.0,15.0,1.0,22.76433333,-1.3,20.418261890492037,0
1.0,15.0,1.0,22.76433333,-2.0,20.32740729791545,0
1.0,15.0,2.0,22.76433333,-1.4,20.418261890492037,1
1.0,15.0,2.0,22.76433333,-2.0,20.41826189049204,1
1.0,16.0,1.0,22.76433333,-2.0,20.480573978851982,0
1.0,15.0,2.0,22.76433333,-1.0,20.418261890492037,1
1.0,16.0,2.0,22.76433333,-1.6,20.41826189049204,1
1.0,15.0,2.0,22.76433333,-1.0,20.418261890492037,1
1.0,15.0,1.0,22.76433333,-1.9,20.32740729791545,0
1.0,14.0,1.0,22.76433333,-1.0,22.18152719661448,0
1.0,16.0,1.0,19.95,-1.4,19.71406965251946,0
1.0,16.0,1.0,19.95,-2.0,19.71406965251946,0
1.0,16.0,2.0,19.95,-2.2,20.140211959664104,1
1.0,16.0,1.0,19.95,-0.8,18.630465869742004,0
1.0,17.0,1.0,19.95,-0.2,19.892464176561877,0
1.0,17.0,1.0,19.95,-1.0,19.90881860072569,0
1.0,17.0,2.0,19.95,-1.0,18.92539565458865,1
1.0,17.0,2.0,19.95,-1.5,19.843917814133967,1
1.0,16.0,1.0,19.95,-1.8,19.714069652519463,0
1.0,17.0,1.0,19.95,-2.0,20.964266576639496,0
1.0,32.0,2.0,19.95,-1.8,21.22700706371688,1
1.0,17.0,1.0,19.95,-1.8,20.964266576639496,0
1.0,17.0,1.0,19.95,-1.0,19.90881860072569,0
1.0,17.0,1.0,19.95,1.0,22.672571675725145,0
1.0,17.0,1.0,19.95,-2.0,20.964266576639496,0
1.0,16.0,1.0,19.7845,-1.0,18.630465869742004,0
1.0,16.0,2.0,19.7845,-2.0,20.1402119596641,1
1.0,17.0,1.0,19.7845,-0.6,19.9088186007257,0
1.0,16.0,2.0,19.7845,-2.0,20.1402119596641,1
1.0,17.0,1.0,19.7845,-1.0,19.9088186007257,0
1.0,16.0,1.0,19.7845,-1.4,18.630465869742004,0
1.0,17.0,1.0,19.7845,-2.0,20.964266576639496,0
1.0,16.0,2.0,19.7845,-0.5,19.637398889931355,1
1.0,17.0,2.0,19.7845,0.0,20.2367068934368,1
1.0,17.0,1.0,19.7845,0.0,19.892464176561877,0
1.0,16.0,2.0,19.7845,-2.0,20.1402119596641,1
1.0,17.0,2.0,19.7845,-1.5,19.843917814133967,1
1.0,17.0,2.0,19.7845,-2.1,20.580686023394968,1
1.0,17.0,1.0,19.7845,-1.3,19.9088186007257,0
1.0,17.0,1.0,19.7845,0.3,20.899397196751217,0
1.0,17.0,2.0,23.836,-3.0,24.18012872044428,1
1.0,17.0,2.0,23.836,-3.0,24.18012872044428,1
1.0,17.0,1.0,23.836,-2.0,21.93302199284194,0
1.0,16.0,2.0,23.836,-2.5,20.571428571428573,1
1.0,17.0,2.0,23.836,-1.2,20.571428571428573,1
1.0,17.0,1.0,23.836,-1.4,21.089817511837012,0
1.0,17.0,1.0,23.836,-1.6,21.089817511837012,0
1.0,17.0,1.0,23.836,-1.1,21.089817511837012,0
1.0,17.0,2.0,23.836,-1.0,20.571428571428573,1
1.0,17.0,1.0,23.836,-2.0,21.93302199284194,0
1.0,17.0,1.0,23.836,-0.4,22.50787067244369,0
1.0,16.0,1.0,23.836,-1.3,20.571428571428573,0
1.0,16.0,2.0,23.836,-0.5,20.571428571428573,1
1.0,17.0,1.0,23.836,-0.8,21.089817511837012,0
1.0,17.0,1.0,23.836,0.0,22.50787067244369,0
1.0,17.0,2.0,24.291,-2.5,24.18012872044428,1
1.0,16.0,2.0,24.291,-1.3,20.14244969899512,1
1.0,18.0,2.0,24.291,-2.0,22.201565760070466,1
1.0,16.0,2.0,24.291,2.0,27.852007979223902,1
1.0,16.0,1.0,24.291,-0.5,21.87447229291358,0
1.0,16.0,1.0,24.291,-2.0,21.03011156506175,0
1.0,16.0,1.0,24.291,-2.0,21.03011156506175,0
1.0,17.0,1.0,24.291,1.0,24.15617949163317,0
1.0,17.0,1.0,24.291,-2.0,22.28760239277937,0
1.0,17.0,1.0,24.291,-1.5,21.83971383075121,0
1.0,18.0,1.0,24.291,2.0,23.96785278485591,3
1.0,17.0,1.0,24.291,-2.0,22.28760239277937,0
1.0,17.0,1.0,24.291,-2.2,23.11859752860961,0
1.0,17.0,1.0,24.291,-2.0,22.28760239277937,0
1.0,17.0,1.0,24.291,1.0,24.15617949163317,0
1.0,17.0,1.0,24.291,-2.0,22.28760239277937,0
1.0,17.0,1.0,24.37633333,-2.0,22.28760239277937,0
1.0,16.0,2.0,24.37633333,-1.5,20.14244969899513,1
1.0,16.0,1.0,24.37633333,-2.0,21.030111565061752,0
1.0,29.0,1.0,24.37633333,-2.0,26.24580118688904,0
1.0,16.0,2.0,24.37633333,-1.0,20.14244969899512,1
1.0,16.0,2.0,24.37633333,-2.0,20.14244969899512,1
1.0,17.0,1.0,24.37633333,-0.5,21.874472292913584,0
1.0,17.0,2.0,24.37633333,-2.0,21.818594843137635,1
1.0,17.0,2.0,24.37633333,-2.5,24.18012872044428,1
1.0,16.0,2.0,24.37633333,-2.0,20.14244969899512,1
1.0,16.0,2.0,24.37633333,-1.0,20.14244969899512,1
1.0,17.0,1.0,24.37633333,-1.0,21.83971383075121,0
1.0,17.0,1.0,24.37633333,-1.4,21.83971383075121,0
1.0,17.0,2.0,24.37633333,-1.0,19.33575327042369,1
1.0,17.0,1.0,24.37633333,0.0,21.87447229291358,0
1.0,17.0,1.0,23.94833333,-1.5,21.089817511837012,0
1.0,17.0,1.0,23.94833333,-2.5,23.34718805730669,0
1.0,16.0,2.0,23.94833333,-2.0,20.571428571428573,1
