season,age,gender,ta,thermal_sensation,BMI
1.0,35.0,2.0,27.7,0.0,21.437452619851463
1.0,35.0,2.0,27.9,1.0,25.354364935552923
1.0,35.0,2.0,28.5,2.0,23.922385559409157
1.0,35.0,2.0,28.9,2.0,24.447427362367065
1.0,35.0,2.0,30.0,0.0,25.34640908701392
1.0,35.0,2.0,30.8,0.0,25.890593505920883
1.0,35.0,2.0,31.0,0.0,24.81768559833295
1.0,35.0,2.0,31.2,2.0,24.378061318542997
1.0,35.0,2.0,31.4,2.0,24.378061318542997
1.0,35.0,2.0,29.9,0.0,25.34640908701392
1.0,35.0,2.0,28.2,1.0,24.466399613396497
1.0,35.0,2.0,27.6,1.0,25.35436493555292
1.0,35.0,2.0,27.2,0.0,20.10796295910496
1.0,29.0,1.0,27.6,0.0,21.055309290582557
1.0,29.0,1.0,28.4,0.0,24.269619459363746
1.0,29.0,1.0,28.9,0.0,23.897226986649603
1.0,29.0,1.0,29.5,0.0,25.37160896264382
1.0,29.0,1.0,30.8,0.0,24.903288362212873
1.0,55.0,1.0,28.2,0.0,20.21625464092077
1.0,55.0,1.0,27.7,-1.0,25.82445627156787
1.0,55.0,1.0,31.1,0.0,23.49951417643897
1.0,55.0,1.0,31.3,0.0,24.287508023923728
1.0,55.0,1.0,30.7,0.0,25.595096514952235
1.0,55.0,1.0,31.4,0.0,24.287508023923728
1.0,55.0,1.0,31.7,0.0,25.774592191030262
1.0,22.0,1.0,29.8,-1.0,19.398230308113984
1.0,22.0,1.0,29.8,0.0,23.860943318766978
1.0,22.0,1.0,29.9,0.0,22.52035020277438
1.0,22.0,1.0,29.8,0.0,23.860943318766978
1.0,22.0,1.0,29.8,-1.0,19.398230308113984
1.0,22.0,1.0,29.9,0.0,22.52035020277438
1.0,22.0,1.0,29.9,0.0,22.52035020277438
1.0,22.0,1.0,29.9,0.0,22.52035020277438
1.0,22.0,1.0,38.0,2.0,18.5036920953658
1.0,22.0,1.0,33.3,0.0,21.907640840108442
1.0,22.0,1.0,34.1,1.0,20.66528930803754
1.0,22.0,1.0,34.2,1.0,20.66528930803754
1.0,22.0,1.0,34.6,1.0,21.07341110478541
1.0,22.0,1.0,34.6,1.0,21.07341110478541
1.0,22.0,1.0,34.1,1.0,20.66528930803754
1.0,22.0,1.0,34.0,0.0,21.095122426791917
1.0,22.0,1.0,29.8,-1.0,19.398230308113984
1.0,22.0,1.0,29.6,0.0,25.44059729633303
1.0,22.0,1.0,29.7,0.0,24.371988140292125
1.0,22.0,1.0,29.8,0.0,23.860943318766978
1.0,22.0,1.0,29.3,0.0,26.916764701388445
1.0,22.0,1.0,30.0,0.0,22.52035020277438
1.0,22.0,1.0,30.9,0.0,18.787956964557964
1.0,22.0,1.0,31.0,0.0,18.787956964557964
1.0,22.0,1.0,39.2,2.0,20.792291469056334
1.0,22.0,1.0,32.3,1.0,21.565230223619846
1.0,22.0,1.0,33.4,1.0,21.660319828502423
1.0,22.0,1.0,33.8,1.0,23.558484928303596
1.0,22.0,1.0,33.7,1.0,23.558484928303596
1.0,22.0,1.0,33.7,1.0,23.558484928303596
1.0,35.0,2.0,25.4,0.0,21.829350585750724
1.0,35.0,2.0,25.4,0.0,21.829350585750724
1.0,35.0,2.0,26.2,0.0,23.07482100391478
1.0,35.0,2.0,28.0,0.0,22.189105678005678
1.0,35.0,2.0,28.8,0.0,22.093753347385384
1.0,35.0,2.0,29.1,2.0,22.361497131995748
1.0,35.0,2.0,29.9,2.0,24.20007585460351
1.0,35.0,2.0,31.0,2.0,23.47728995397806
1.0,35.0,2.0,33.3,2.0,26.844873930375854
1.0,35.0,2.0,31.5,2.0,24.378061318543
1.0,35.0,2.0,32.7,2.0,27.726826748432707
1.0,35.0,2.0,33.1,0.0,24.01713469935039
1.0,35.0,2.0,33.5,2.0,27.99387186444273
1.0,35.0,2.0,33.6,1.0,26.818467031217445
1.0,35.0,2.0,33.5,2.0,27.99387186444273
1.0,35.0,2.0,33.2,2.0,28.369283029651207
1.0,23.0,1.0,33.1,2.0,20.404531325271257
1.0,23.0,1.0,33.6,1.0,23.761756944769324
1.0,23.0,1.0,34.7,1.0,20.145476211406326
1.0,23.0,1.0,34.1,1.0,19.931239934529934
1.0,23.0,1.0,33.1,1.0,21.252483548855007
1.0,23.0,1.0,32.6,1.0,21.154101757583252
1.0,23.0,1.0,32.6,1.0,21.154101757583252
1.0,30.0,1.0,32.5,0.0,22.219407975666975
1.0,30.0,1.0,33.0,3.0,22.66476309697073
1.0,30.0,1.0,37.7,3.0,24.79522895112149
1.0,30.0,1.0,31.3,0.0,19.540717580111835
1.0,30.0,1.0,31.0,0.0,21.920609437989214
1.0,30.0,1.0,31.1,0.0,20.685484994631565
1.0,30.0,1.0,31.1,0.0,20.685484994631565
1.0,30.0,1.0,31.0,0.0,21.920609437989214
1.0,30.0,1.0,29.9,-3.0,22.51528277502538
1.0,30.0,1.0,33.6,3.0,22.97765196123163
1.0,30.0,1.0,33.4,3.0,23.512245039553054
1.0,30.0,1.0,35.2,3.0,22.569187239850415
1.0,30.0,1.0,32.3,0.0,22.219407975666975
1.0,30.0,1.0,32.9,0.0,24.56692255743774
1.0,30.0,1.0,32.7,0.0,23.62528982532387
1.0,13.0,2.0,34.2,3.0,19.128971694831172
1.0,13.0,2.0,34.7,3.0,19.841831281812983
1.0,13.0,2.0,35.0,3.0,19.84183128181298
1.0,13.0,2.0,35.5,3.0,19.84183128181298
1.0,13.0,2.0,37.4,3.0,18.66487490040887
1.0,13.0,2.0,36.4,3.0,19.84183128181298
1.0,13.0,2.0,37.0,3.0,19.84183128181298
1.0,13.0,2.0,37.6,3.0,18.664874900408872
1.0,13.0,2.0,36.7,3.0,19.84183128181298
1.0,13.0,2.0,37.0,3.0,19.84183128181298
1.0,13.0,2.0,37.0,3.0,19.84183128181298
1.0,13.0,2.0,37.0,3.0,19.84183128181298
1.0,57.0,1.0,33.3,0.0,23.894993391630884
1.0,57.0,1.0,36.6,2.0,24.51298774766757
1.0,57.0,1.0,34.7,2.0,24.01165727946934
1.0,57.0,1.0,34.9,2.0,22.968465582571092
1.0,57.0,1.0,35.7,1.0,22.42610013502595
1.0,57.0,1.0,38.4,1.0,24.942808595368227
1.0,57.0,1.0,37.0,2.0,23.903395796458458
1.0,57.0,1.0,37.1,2.0,23.903395796458454
1.0,23.0,1.0,29.1,-1.0,22.991682468544063
1.0,23.0,1.0,30.9,0.0,27.924444706994326
1.0,23.0,1.0,31.9,2.0,23.172725299195527
1.0,23.0,1.0,32.3,2.0,23.233443669717925
1.0,23.0,1.0,32.8,2.0,20.404531325271257
1.0,23.0,1.0,33.3,2.0,20.762779182911018
1.0,23.0,1.0,33.3,2.0,20.762779182911018
1.0,23.0,1.0,33.2,2.0,20.212155763210113
1.0,23.0,1.0,33.2,2.0,20.212155763210113
1.0,23.0,1.0,33.2,2.0,20.212155763210113
1.0,23.0,1.0,33.0,2.0,20.404531325271257
1.0,23.0,1.0,33.0,2.0,20.404531325271257
1.0,23.0,1.0,34.3,2.0,23.743933867964905
1.0,23.0,1.0,33.3,2.0,20.762779182911018
1.0,23.0,1.0,33.0,1.0,21.236276724349523
1.0,30.0,1.0,30.7,0.0,21.64350732576687
1.0,30.0,1.0,30.7,0.0,21.64350732576687
1.0,30.0,1.0,33.1,3.0,23.365499183931163
1.0,30.0,1.0,33.3,3.0,23.365499183931163
1.0,30.0,1.0,33.3,3.0,23.365499183931163
1.0,30.0,1.0,32.5,3.0,21.757287925052594
1.0,30.0,1.0,32.4,3.0,21.757287925052594
1.0,30.0,1.0,32.8,3.0,22.69892065716646
1.0,30.0,1.0,33.1,3.0,23.365499183931163
1.0,30.0,1.0,31.0,0.0,21.920609437989214
1.0,30.0,1.0,31.4,0.0,18.926967589426855
1.0,30.0,1.0,33.2,3.0,23.365499183931163
1.0,30.0,1.0,33.2,3.0,23.365499183931163
1.0,30.0,1.0,32.9,3.0,22.69892065716646
1.0,30.0,1.0,32.8,0.0,24.56692255743774
1.0,30.0,1.0,32.5,0.0,22.219407975666975
1.0,13.0,2.0,32.3,3.0,20.720559712052886
1.0,13.0,2.0,34.4,3.0,18.47403082829824
1.0,13.0,2.0,31.9,1.0,26.052330210438676
1.0,13.0,2.0,32.7,0.0,19.463787661547684
1.0,13.0,2.0,37.7,3.0,18.66487490040887
1.0,13.0,2.0,35.9,3.0,19.84183128181298
1.0,13.0,2.0,37.6,3.0,18.664874900408872
1.0,13.0,2.0,37.4,3.0,18.66487490040887
1.0,13.0,2.0,37.6,3.0,18.664874900408872
1.0,13.0,2.0,37.5,3.0,18.66487490040887
1.0,13.0,2.0,37.7,0.0,20.438820329803907
1.0,13.0,2.0,36.8,0.0,20.438820329803907
1.0,13.0,2.0,37.3,0.0,20.438820329803907
1.0,13.0,2.0,35.9,0.0,20.438820329803907
1.0,13.0,2.0,33.7,0.0,17.811275726257424
1.0,57.0,1.0,34.8,1.0,22.097065088016798
1.0,57.0,1.0,33.9,2.0,25.056059300354455
1.0,57.0,1.0,34.5,3.0,22.778717055455594
1.0,57.0,1.0,35.0,3.0,23.64209969424855
1.0,57.0,1.0,35.3,3.0,22.538958723198213
1.0,57.0,1.0,35.7,3.0,23.593817021004682
1.0,57.0,1.0,36.4,3.0,24.981733759396327
1.0,57.0,1.0,36.7,3.0,24.287157823277003
1.0,57.0,1.0,37.0,2.0,23.903395796458458
1.0,57.0,1.0,37.3,2.0,22.993277793274654
1.0,57.0,1.0,37.5,2.0,26.959394724141116
1.0,57.0,1.0,37.8,2.0,22.81014936531318
1.0,57.0,1.0,37.5,2.0,26.959394724141116
1.0,57.0,1.0,36.8,2.0,23.18761556604078
1.0,57.0,1.0,36.4,2.0,22.773117950445613
1.0,23.0,1.0,31.4,0.0,26.320982201989427
1.0,23.0,1.0,32.7,1.0,21.08930286716719
1.0,23.0,1.0,32.7,2.0,20.33548971941874
1.0,23.0,1.0,33.4,2.0,21.672968624314855
1.0,23.0,1.0,33.5,2.0,21.288805158301887
1.0,23.0,1.0,33.7,2.0,21.288805158301887
1.0,23.0,1.0,33.6,2.0,21.288805158301887
1.0,23.0,1.0,33.5,2.0,21.288805158301887
1.0,23.0,1.0,34.4,2.0,23.743933867964902
1.0,23.0,1.0,33.8,1.0,22.869323820456778
1.0,30.0,1.0,28.0,0.0,24.320940565390092
1.0,30.0,1.0,28.4,-3.0,23.801887933631114
1.0,30.0,1.0,29.3,0.0,25.867775799425335
1.0,30.0,1.0,30.3,0.0,22.065804109013087
1.0,30.0,1.0,30.4,0.0,21.920609437989214
1.0,30.0,1.0,30.5,0.0,21.920609437989214
1.0,30.0,1.0,30.6,0.0,23.067628850045423
1.0,30.0,1.0,30.7,0.0,21.64350732576687
1.0,30.0,1.0,30.8,0.0,21.920609437989214
1.0,30.0,1.0,30.8,0.0,21.920609437989214
1.0,30.0,1.0,31.0,0.0,21.920609437989214
1.0,30.0,1.0,30.9,0.0,21.920609437989214
1.0,30.0,1.0,30.9,0.0,21.920609437989214
1.0,13.0,2.0,27.8,0.0,17.830981540832987
1.0,13.0,2.0,27.1,0.0,16.58886617028664
1.0,13.0,2.0,27.5,0.0,16.58886617028664
1.0,13.0,2.0,28.5,3.0,29.05047343542102
1.0,13.0,2.0,29.6,0.0,21.762241331980015
1.0,13.0,2.0,31.1,0.0,25.591704614617942
1.0,13.0,2.0,31.5,3.0,25.82936925533309
1.0,13.0,2.0,31.5,3.0,25.82936925533309
1.0,13.0,2.0,31.9,3.0,25.82936925533309
1.0,13.0,2.0,32.2,3.0,20.720559712052886
1.0,13.0,2.0,32.3,3.0,20.720559712052886
1.0,13.0,2.0,32.3,0.0,26.052330210438676
1.0,13.0,2.0,32.6,0.0,21.139146307691682
1.0,13.0,2.0,32.6,0.0,21.139146307691682
1.0,13.0,2.0,32.7,0.0,19.463787661547684
1.0,13.0,2.0,32.7,0.0,19.463787661547684
1.0,13.0,2.0,33.0,0.0,19.463787661547684
1.0,13.0,2.0,31.0,0.0,25.591704614617942
1.0,13.0,2.0,30.2,0.0,25.591704614617942
1.0,57.0,1.0,32.2,0.0,28.45206226981775
1.0,57.0,1.0,29.1,1.0,24.297976711415014
1.0,57.0,1.0,29.9,1.0,25.431652967904785
1.0,57.0,1.0,24.0,0.0,25.007117780949812
1.0,57.0,1.0,24.4,0.0,27.272724204997978
1.0,57.0,1.0,24.0,0.0,25.007117780949812
1.0,57.0,1.0,27.4,0.0,20.664383183606063
1.0,57.0,1.0,33.4,2.0,25.056059300354452
1.0,57.0,1.0,33.8,2.0,25.056059300354455
1.0,57.0,1.0,32.9,2.0,24.06933993563444
1.0,57.0,1.0,32.9,2.0,24.06933993563444
1.0,57.0,1.0,32.8,1.0,24.64636565260461
1.0,57.0,1.0,33.5,1.0,25.06553104213589
1.0,57.0,1.0,33.6,1.0,25.065531042135895
1.0,57.0,1.0,33.4,1.0,25.065531042135895
1.0,23.0,1.0,27.9,-2.0,20.15407113055523
1.0,23.0,1.0,25.1,-2.0,21.408376409766586
1.0,23.0,1.0,26.6,-1.0,21.112212570848687
1.0,23.0,1.0,31.4,0.0,25.83013624239347
1.0,23.0,1.0,31.5,0.0,21.718445266831758
1.0,23.0,1.0,32.2,1.0,20.332785398852863
1.0,23.0,1.0,32.4,1.0,20.57296092130499
1.0,23.0,1.0,33.0,1.0,21.236276724349523
1.0,23.0,1.0,32.6,1.0,21.154101757583252
1.0,23.0,1.0,31.6,0.0,21.778257008418596
1.0,23.0,1.0,31.4,0.0,26.320982201989427
1.0,23.0,1.0,31.4,1.0,20.202020202020204
1.0,23.0,1.0,30.8,-1.0,22.771199425380374
1.0,30.0,1.0,26.6,-1.0,23.358250802428458
1.0,30.0,1.0,26.8,0.0,23.897446918824265
1.0,30.0,1.0,27.5,0.0,25.305995619337615
1.0,30.0,1.0,28.8,3.0,25.661858834909317
1.0,30.0,1.0,29.3,3.0,25.291014134886588
1.0,30.0,1.0,29.6,3.0,25.291014134886588
1.0,30.0,1.0,29.7,3.0,25.291014134886588
1.0,30.0,1.0,29.9,3.0,25.291014134886588
1.0,30.0,1.0,29.9,3.0,25.291014134886588
1.0,30.0,1.0,29.9,3.0,25.291014134886588
1.0,30.0,1.0,29.9,3.0,25.291014134886588
1.0,30.0,1.0,28.3,3.0,25.74163153637541
1.0,30.0,1.0,29.8,0.0,24.478626015048054
1.0,30.0,1.0,29.5,0.0,25.250078318148606
1.0,13.0,2.0,30.1,0.0,25.591704614617942
1.0,13.0,2.0,25.9,0.0,16.58886617028664
1.0,13.0,2.0,25.9,0.0,16.58886617028664
1.0,13.0,2.0,26.0,0.0,16.58886617028664
1.0,13.0,2.0,26.3,0.0,16.58886617028664
1.0,13.0,2.0,29.2,0.0,20.530893041758787
1.0,13.0,2.0,29.7,0.0,21.762241331980015
1.0,13.0,2.0,30.1,0.0,25.591704614617942
1.0,13.0,2.0,30.5,0.0,25.591704614617942
1.0,13.0,2.0,31.0,0.0,25.591704614617942
1.0,13.0,2.0,30.9,0.0,25.59170461461794
1.0,13.0,2.0,30.9,0.0,25.59170461461794
1.0,13.0,2.0,30.4,0.0,25.591704614617942
1.0,13.0,2.0,30.7,0.0,25.591704614617942
1.0,13.0,2.0,28.7,0.0,21.965781646362466
1.0,13.0,2.0,28.8,0.0,21.965781646362466
1.0,13.0,2.0,29.3,0.0,21.76224133198001
1.0,13.0,2.0,29.3,0.0,21.76224133198001
1.0,13.0,2.0,28.8,0.0,21.965781646362466
1.0,57.0,1.0,30.5,0.0,23.565588007354044
1.0,57.0,1.0,30.6,0.0,23.565588007354044
1.0,57.0,1.0,30.5,0.0,23.565588007354044
1.0,57.0,1.0,30.0,0.0,23.565588007354044
1.0,57.0,1.0,30.4,0.0,23.565588007354044
1.0,57.0,1.0,30.8,0.0,23.109053546977066
1.0,57.0,1.0,31.1,0.0,25.39412299142151
1.0,57.0,1.0,31.4,0.0,24.826657347090674
1.0,57.0,1.0,31.3,0.0,24.826657347090674
1.0,57.0,1.0,31.4,0.0,24.826657347090674
1.0,57.0,1.0,31.6,0.0,28.63028840532661
1.0,57.0,1.0,31.3,0.0,24.826657347090674
1.0,57.0,1.0,30.6,0.0,23.565588007354044
1.0,57.0,1.0,30.1,0.0,23.565588007354044
1.0,57.0,1.0,29.9,0.0,23.565588007354044
1.0,57.0,1.0,30.3,0.0,23.565588007354044
1.0,23.0,1.0,25.3,-2.0,22.283457023048037
1.0,23.0,1.0,28.3,-2.0,20.20995923234623
1.0,23.0,1.0,25.8,-2.0,20.91483459364045
1.0,23.0,1.0,26.6,-2.0,22.085313588215097
1.0,23.0,1.0,30.0,-2.0,22.796749508837763
1.0,23.0,1.0,30.8,-2.0,19.64402415454607
1.0,23.0,1.0,31.2,-2.0,20.81381615321417
1.0,23.0,1.0,28.7,-2.0,19.93065019059872
1.0,23.0,1.0,27.5,-3.0,20.612465359019925
1.0,23.0,1.0,27.9,-3.0,20.61246535901992
1.0,23.0,1.0,26.3,-3.0,20.805946839799482
1.0,23.0,1.0,25.2,-3.0,20.472524924317774
1.0,23.0,1.0,27.0,-3.0,20.097530421359885
1.0,30.0,1.0,28.1,0.0,24.320940565390092
1.0,30.0,1.0,28.4,0.0,24.85889545517318
1.0,30.0,1.0,28.8,3.0,25.661858834909317
1.0,30.0,1.0,29.2,3.0,25.291014134886588
1.0,30.0,1.0,29.7,3.0,25.291014134886588
1.0,30.0,1.0,30.2,3.0,25.1566345738255
1.0,30.0,1.0,29.8,0.0,24.478626015048054
1.0,30.0,1.0,29.1,0.0,24.31638321177818
1.0,30.0,1.0,28.2,0.0,24.320940565390092
1.0,30.0,1.0,28.7,-3.0,24.103239709633314
1.0,30.0,1.0,28.6,0.0,24.454980700405653
1.0,30.0,1.0,28.1,0.0,24.320940565390092
1.0,30.0,1.0,27.9,0.0,24.320940565390092
1.0,30.0,1.0,26.6,0.0,23.853181121588314
1.0,37.0,1.0,31.0,0.0,25.615833977646496
1.0,37.0,1.0,31.0,0.0,25.615833977646496
1.0,37.0,1.0,31.0,0.0,25.615833977646496
1.0,37.0,1.0,31.0,0.0,25.615833977646496
1.0,37.0,1.0,30.9,0.0,24.69471772659448
1.0,37.0,1.0,31.0,0.0,25.615833977646496
1.0,13.0,2.0,27.2,0.0,16.58886617028664
1.0,13.0,2.0,27.4,0.0,16.58886617028664
1.0,13.0,2.0,25.8,0.0,16.58886617028664
1.0,13.0,2.0,28.2,0.0,19.589665941621504
1.0,13.0,2.0,28.3,0.0,19.589665941621508
1.0,13.0,2.0,28.3,0.0,19.589665941621508
1.0,13.0,2.0,28.3,0.0,19.589665941621508
1.0,13.0,2.0,30.7,0.0,25.591704614617942
1.0,13.0,2.0,29.5,0.0,21.762241331980015
1.0,13.0,2.0,28.6,0.0,21.965781646362466
1.0,13.0,2.0,28.4,0.0,19.589665941621508
1.0,13.0,2.0,28.6,0.0,21.965781646362466
1.0,13.0,2.0,27.8,0.0,17.830981540832987
1.0,13.0,2.0,27.7,0.0,16.58886617028664
1.0,13.0,2.0,27.6,0.0,16.58886617028664
1.0,13.0,2.0,27.2,0.0,16.58886617028664
1.0,13.0,2.0,26.9,0.0,16.58886617028664
1.0,13.0,2.0,26.8,0.0,16.58886617028664
1.0,57.0,1.0,28.6,0.0,25.77362532127542
1.0,57.0,1.0,28.3,0.0,25.77362532127542
1.0,57.0,1.0,26.2,0.0,21.07364600136746
1.0,57.0,1.0,26.0,0.0,21.07364600136746
1.0,57.0,1.0,24.7,0.0,26.81197699668103
1.0,57.0,1.0,24.4,0.0,27.272724204997978
1.0,57.0,1.0,24.4,0.0,27.272724204997978
1.0,57.0,1.0,24.3,0.0,25.71117469917319
1.0,57.0,1.0,24.0,0.0,25.007117780949812
1.0,57.0,1.0,23.9,1.0,27.043210721249277
1.0,57.0,1.0,24.6,0.0,28.130216792599395
1.0,57.0,1.0,25.6,0.0,23.097253531722618
1.0,57.0,1.0,25.8,0.0,23.801916024622482
1.0,57.0,1.0,29.0,0.0,26.081316673253514
1.0,57.0,1.0,29.1,0.0,26.081316673253514
1.0,57.0,1.0,28.5,0.0,25.77362532127542
1.0,23.0,1.0,27.1,-2.0,20.493614378381558
1.0,23.0,1.0,27.4,-2.0,20.501636656841384
1.0,23.0,1.0,30.1,-2.0,21.655951135042873
1.0,23.0,1.0,29.3,-2.0,21.746578597802575
1.0,23.0,1.0,29.9,0.0,27.77003496904403
1.0,23.0,1.0,29.1,0.0,19.841174626117407
1.0,23.0,1.0,30.8,0.0,27.924444706994326
1.0,23.0,1.0,31.0,-3.0,21.06048862192224
1.0,23.0,1.0,28.1,-3.0,21.106990813471008
1.0,23.0,1.0,24.5,-2.0,20.330711990678626
1.0,23.0,1.0,26.0,-3.0,21.18078569761361
1.0,23.0,1.0,25.3,-3.0,21.6590770972467
1.0,23.0,1.0,26.7,-2.0,22.085313588215097
1.0,23.0,1.0,25.8,-2.0,20.91483459364045
1.0,23.0,1.0,24.3,-2.0,20.092282059882777
1.0,23.0,1.0,25.3,-2.0,22.283457023048037
1.0,30.0,1.0,26.2,-1.0,23.358250802428458
1.0,30.0,1.0,26.6,0.0,23.853181121588314
1.0,30.0,1.0,28.0,0.0,24.320940565390092
1.0,30.0,1.0,28.3,0.0,24.320940565390092
1.0,30.0,1.0,28.4,0.0,24.85889545517318
1.0,30.0,1.0,28.5,0.0,24.921859349254518
1.0,30.0,1.0,28.7,0.0,24.942657102239217
1.0,30.0,1.0,28.6,0.0,24.454980700405653
1.0,30.0,1.0,29.1,0.0,24.31638321177818
1.0,30.0,1.0,29.1,0.0,24.31638321177818
1.0,30.0,1.0,29.9,0.0,24.478626015048054
1.0,30.0,1.0,29.8,0.0,24.478626015048054
1.0,30.0,1.0,29.4,0.0,25.867775799425335
1.0,30.0,1.0,29.6,0.0,25.25007831814861
1.0,30.0,1.0,29.4,0.0,25.867775799425335
1.0,30.0,1.0,29.3,0.0,25.867775799425335
1.0,37.0,1.0,28.4,-3.0,27.74130590456641
1.0,37.0,1.0,29.1,0.0,32.197740752024586
1.0,37.0,1.0,29.5,-3.0,28.67888084103067
1.0,37.0,1.0,29.4,0.0,28.360337035455245
1.0,37.0,1.0,29.2,0.0,31.259527450174925
1.0,37.0,1.0,29.5,0.0,26.657508644864862
1.0,37.0,1.0,28.7,0.0,30.3732241236573
1.0,37.0,1.0,27.0,0.0,22.61920004080777
1.0,37.0,1.0,28.4,0.0,27.43379421066058
1.0,37.0,1.0,27.5,0.0,22.877639878342986
1.0,37.0,1.0,27.3,0.0,22.877639878342986
1.0,37.0,1.0,27.0,0.0,22.61920004080777
1.0,37.0,1.0,27.4,3.0,34.43479320102698
1.0,37.0,1.0,28.2,0.0,27.201745801105055
1.0,13.0,2.0,25.5,0.0,16.58886617028664
1.0,13.0,2.0,25.8,0.0,16.58886617028664
1.0,13.0,2.0,26.0,0.0,16.58886617028664
1.0,13.0,2.0,26.3,0.0,16.58886617028664
1.0,13.0,2.0,26.7,0.0,16.58886617028664
1.0,13.0,2.0,27.1,0.0,16.58886617028664
1.0,13.0,2.0,27.4,0.0,16.58886617028664
1.0,13.0,2.0,27.4,0.0,16.58886617028664
1.0,13.0,2.0,29.0,0.0,20.530893041758787
1.0,13.0,2.0,29.3,0.0,21.76224133198001
1.0,13.0,2.0,29.9,3.0,28.829173282903476
1.0,13.0,2.0,30.1,3.0,28.829173282903476
1.0,13.0,2.0,30.1,3.0,28.829173282903476
1.0,13.0,2.0,30.3,3.0,28.829173282903476
1.0,13.0,2.0,30.6,3.0,26.09765400852706
1.0,13.0,2.0,30.2,0.0,25.591704614617942
1.0,13.0,2.0,30.1,0.0,25.591704614617942
1.0,57.0,1.0,27.0,0.0,19.05895896101452
1.0,57.0,1.0,25.8,0.0,23.801916024622482
1.0,57.0,1.0,25.8,0.0,23.801916024622482
1.0,57.0,1.0,26.2,0.0,21.07364600136746
1.0,57.0,1.0,26.1,0.0,21.07364600136746
1.0,57.0,1.0,26.1,0.0,21.07364600136746
1.0,57.0,1.0,26.0,0.0,21.07364600136746
1.0,57.0,1.0,25.9,0.0,21.07364600136746
1.0,57.0,1.0,26.1,0.0,21.07364600136746
1.0,57.0,1.0,26.3,1.0,23.513369908503726
1.0,57.0,1.0,26.4,1.0,23.51336990850373
1.0,57.0,1.0,26.6,1.0,23.513369908503726
1.0,57.0,1.0,30.3,1.0,25.48161862752639
1.0,57.0,1.0,29.1,0.0,26.081316673253514
1.0,57.0,1.0,29.2,0.0,26.081316673253514
1.0,23.0,1.0,27.1,-2.0,20.493614378381558
1.0,23.0,1.0,27.4,-2.0,20.501636656841384
1.0,23.0,1.0,27.0,-1.0,21.112212570848687
1.0,23.0,1.0,27.8,-1.0,22.929301804789805
1.0,23.0,1.0,28.7,-1.0,21.63306299523951
1.0,23.0,1.0,31.0,0.0,27.924444706994326
1.0,23.0,1.0,29.6,0.0,29.087083645792614
1.0,23.0,1.0,30.1,0.0,27.77003496904403
1.0,23.0,1.0,30.3,0.0,27.924444706994326
1.0,23.0,1.0,30.3,0.0,27.924444706994326
1.0,23.0,1.0,30.3,1.0,23.649213351643105
1.0,23.0,1.0,31.8,1.0,20.261831943607042
1.0,23.0,1.0,30.9,0.0,27.924444706994326
1.0,23.0,1.0,30.1,0.0,27.77003496904403
1.0,23.0,1.0,29.9,0.0,27.77003496904403
1.0,23.0,1.0,27.4,0.0,21.906070140637286
1.0,23.0,1.0,28.2,-1.0,22.35292592412801
1.0,23.0,1.0,27.7,-1.0,22.929301804789805
1.0,30.0,1.0,28.0,0.0,24.320940565390092
1.0,30.0,1.0,28.8,0.0,24.44596261240983
1.0,30.0,1.0,28.9,0.0,23.828022647660042
1.0,30.0,1.0,29.2,0.0,25.867775799425335
1.0,30.0,1.0,30.0,0.0,24.478626015048054
1.0,30.0,1.0,30.3,0.0,22.065804109013087
1.0,30.0,1.0,31.0,0.0,21.920609437989214
1.0,30.0,1.0,31.1,0.0,20.685484994631565
1.0,30.0,1.0,31.1,0.0,20.685484994631565
1.0,30.0,1.0,31.2,0.0,19.540717580111835
1.0,30.0,1.0,31.3,0.0,19.540717580111835
1.0,30.0,1.0,31.0,0.0,21.920609437989214
1.0,30.0,1.0,31.1,0.0,20.685484994631565
1.0,30.0,1.0,31.2,0.0,19.540717580111835
1.0,30.0,1.0,31.7,0.0,21.03242804764872
1.0,30.0,1.0,30.8,0.0,21.920609437989214
1.0,37.0,1.0,28.3,0.0,27.43379421066058
1.0,37.0,1.0,27.5,0.0,22.877639878342986
1.0,37.0,1.0,28.4,0.0,27.43379421066058
1.0,37.0,1.0,28.5,0.0,27.370171419195145
1.0,37.0,1.0,28.8,0.0,30.3732241236573
1.0,37.0,1.0,28.9,0.0,30.177975753086304
1.0,37.0,1.0,28.8,0.0,30.3732241236573
1.0,37.0,1.0,29.6,0.0,26.657508644864862
1.0,37.0,1.0,29.8,0.0,22.33703775094345
1.0,37.0,1.0,29.5,0.0,26.657508644864862
1.0,37.0,1.0,29.6,3.0,25.61820758253886
1.0,37.0,1.0,29.4,0.0,28.360337035455245
1.0,13.0,2.0,26.7,0.0,16.58886617028664
1.0,13.0,2.0,27.2,0.0,16.58886617028664
1.0,13.0,2.0,28.3,0.0,19.589665941621508
1.0,13.0,2.0,28.5,0.0,21.965781646362466
1.0,13.0,2.0,29.3,0.0,21.76224133198001
1.0,13.0,2.0,29.5,0.0,21.762241331980015
1.0,13.0,2.0,30.2,3.0,28.829173282903476
1.0,13.0,2.0,29.8,3.0,28.829173282903476
1.0,13.0,2.0,29.9,3.0,28.829173282903476
1.0,13.0,2.0,31.5,3.0,25.82936925533309
1.0,13.0,2.0,32.3,3.0,20.720559712052886
1.0,13.0,2.0,32.6,3.0,19.134401150737297
1.0,13.0,2.0,32.6,3.0,19.134401150737297
