Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Air temperature (F),Ta_h (C),Ta_h (F),Ta_m (C),Ta_m (F),Ta_l (C),Ta_l (F),Operative temperature (C),Operative temperature (F),Radiant temperature (C),Radiant temperature (F),Globe temperature (C),Globe temperature (F),Tg_h (C),Tg_h (F),Tg_m (C),Tg_m (F),Tg_l (C),Tg_l (F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject height (cm),Subject weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C),Outdoor monthly air temperature (F),Database,BMI
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Air Conditioned,,,27.4,0.0,-1.0,1.0,no change,,no change,,0.5,10.0,26.5,0.68,1.0,,,,,27.8,82.0,,,,,,,,,,,,,26.4,79.5,,,,,33.0,,,0.02,3.94,,,,,,,,65.0,,,,0.0,,31.5,88.7,Database 2,3737.38712948984
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Air Conditioned,,,37.6,0.0,0.0,,cooler,,no change,,0.4,9.0,26.35,0.68,1.0,,,,,27.3,81.1,,,,,,,,,,,,,26.5,79.7,,,,,33.0,,,0.05,9.84,,,,,,,,66.0,,,,0.0,,31.5,88.7,Database 2,3843.969824145007
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Air Conditioned,,,29.6,0.0,-1.0,0.0,warmer,,more,,0.4,9.0,26.35,0.68,1.0,,,,,27.3,81.1,,,,,,,,,,,,,26.5,79.7,,,,,33.0,,,0.05,9.84,,,,,,,,65.0,,,,0.0,,31.5,88.7,Database 2,4017.752233020151
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,18.6,0.0,-1.0,1.0,no change,,no change,,0.8,20.0,27.51,0.62,1.0,,,,,27.6,81.7,,,,,,,,,,,,,28.3,82.9,,,,,30.0,,,0.08,15.75,,,,,,,,88.0,,,0.0,0.0,,31.5,88.7,Database 2,3941.830630952907
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,18.6,0.0,-1.0,1.0,no change,,no change,,0.9,23.0,27.84,0.68,1.0,,,,,27.6,81.7,,,,,,,,,,,,,28.3,82.9,,,,,30.0,,,0.08,15.75,,,,,,,,65.0,,,0.0,0.0,,31.5,88.7,Database 2,3941.830630952907
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,18.6,0.0,-1.0,1.0,cooler,,more,,0.8,20.0,27.51,0.62,1.0,,,,,27.6,81.7,,,,,,,,,,,,,28.3,82.9,,,,,30.0,,,0.08,15.75,,,,,,,,73.0,,,0.0,0.0,,31.5,88.7,Database 2,3941.830630952907
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,27.4,0.0,-1.0,1.0,no change,,no change,,0.1,5.0,24.71,0.68,1.0,,,,,27.9,82.2,,,,,,,,,,,,,27.6,81.7,,,,,31.0,,,0.67,131.89,,,,,,,,61.0,,,0.0,0.0,,31.5,88.7,Database 2,3737.387129489839
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,18.6,0.0,-1.0,1.0,no change,,no change,,0.9,23.0,27.84,0.68,1.0,,,,,27.6,81.7,,,,,,,,,,,,,28.3,82.9,,,,,30.0,,,0.08,15.75,,,,,,,,64.0,,,0.0,0.0,,31.5,88.7,Database 2,3941.830630952907
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,22.2,0.0,-1.0,1.0,no change,,no change,,1.3,42.0,29.66,0.47,1.7,,,,,28.6,83.5,,,,,,,,,,,,,27.9,82.2,,,,,30.0,,,0.03,5.91,,,,,,,,85.0,,,0.0,0.0,,31.5,88.7,Database 2,3606.6621915256655
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,28.6,0.0,0.0,1.0,cooler,,more,,1.0,28.0,28.25,0.62,1.2,,,,,28.6,83.5,,,,,,,,,,,,,27.9,82.2,,,,,30.0,,,0.03,5.91,,,,,,,,60.0,,,0.0,0.0,,31.5,88.7,Database 2,4025.2276334911394
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,22.2,0.0,-1.0,1.0,no change,,no change,,1.1,31.0,28.62,0.68,1.2,,,,,28.6,83.5,,,,,,,,,,,,,27.9,82.2,,,,,30.0,,,0.03,5.91,,,,,,,,90.0,,,0.0,0.0,,31.5,88.7,Database 2,3606.6621915256655
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,20.2,0.0,3.0,1.0,cooler,,more,,1.1,31.0,28.62,0.68,1.2,,,,,28.6,83.5,,,,,,,,,,,,,27.9,82.2,,,,,30.0,,,0.03,5.91,,,,,,,,68.0,,,0.0,0.0,,31.5,88.7,Database 2,3487.366566339694
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,34.8,0.0,-1.0,1.0,no change,,no change,,0.3,7.0,26.0,0.68,1.0,,,,,27.2,81.0,,,,,,,,,,,,,26.0,78.8,,,,,30.0,,,0.02,3.94,,,,,,,,72.0,,,0.0,1.0,,31.5,88.7,Database 2,4050.416382987516
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,33.0,0.0,1.0,0.0,cooler,,more,,0.2,6.0,25.64,0.62,1.0,,,,,27.2,81.0,,,,,,,,,,,,,26.0,78.8,,,,,30.0,,,0.02,3.94,,,,,,,,60.0,,,0.0,1.0,,31.5,88.7,Database 2,3363.5292406715103
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,22.4,0.0,-1.0,1.0,cooler,,more,,0.7,15.0,27.11,0.68,1.0,,,,,28.4,83.1,,,,,,,,,,,,,28.1,82.6,,,,,31.0,,,0.18,35.43,,,,,,,,75.0,,,0.0,0.0,,31.5,88.7,Database 2,3857.412995463691
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,22.6,1.0,-1.0,1.0,cooler,,no change,,0.6,13.0,26.82,0.63,1.0,,,,,28.4,83.1,,,,,,,,,,,,,28.1,82.6,,,,,31.0,,,0.18,35.43,,,,,,,,52.0,,,0.0,0.0,,31.5,88.7,Database 2,3114.846482083268
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,22.6,1.0,-1.0,1.0,warmer,,less,,0.7,16.0,27.34,0.72,1.0,,,,,28.4,83.1,,,,,,,,,,,,,28.1,82.6,,,,,31.0,,,0.18,35.43,,,,,,,,45.0,,,0.0,0.0,,31.5,88.7,Database 2,3114.846482083268
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,20.2,0.0,3.0,1.0,cooler,,more,,0.6,12.0,26.76,0.62,1.0,,,,,28.4,83.1,,,,,,,,,,,,,28.1,82.6,,,,,31.0,,,0.18,35.43,,,,,,,,63.0,,,0.0,0.0,,31.5,88.7,Database 2,3618.264573958172
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,24.6,0.0,0.0,1.0,no change,,no change,,0.6,12.0,26.76,0.62,1.0,,,,,28.4,83.1,,,,,,,,,,,,,28.1,82.6,,,,,31.0,,,0.18,35.43,,,,,,,,71.0,,,0.0,0.0,,31.5,88.7,Database 2,3777.705824785453
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,24.6,0.0,0.0,1.0,cooler,,more,,0.6,12.0,26.76,0.62,1.0,,,,,28.4,83.1,,,,,,,,,,,,,28.1,82.6,,,,,31.0,,,0.18,35.43,,,,,,,,48.0,,,0.0,0.0,,31.5,88.7,Database 2,3777.705824785453
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,24.6,0.0,0.0,1.0,cooler,,no change,,0.7,15.0,27.11,0.68,1.0,,,,,28.4,83.1,,,,,,,,,,,,,28.1,82.6,,,,,31.0,,,0.18,35.43,,,,,,,,55.0,,,0.0,0.0,,31.5,88.7,Database 2,3777.705824785453
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,30.4,0.0,1.0,1.0,cooler,,more,,0.7,15.0,27.11,0.68,1.0,,,,,28.4,83.1,,,,,,,,,,,,,28.1,82.6,,,,,31.0,,,0.18,35.43,,,,,,,,70.0,,,0.0,0.0,,31.5,88.7,Database 2,3671.013001443642
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,18.6,0.0,-1.0,1.0,no change,,no change,,0.1,5.0,24.99,0.62,1.0,,,,,27.7,81.9,,,,,,,,,,,,,27.4,81.3,,,,,32.0,,,0.37,72.83,,,,,,,,78.0,,,0.0,1.0,,31.5,88.7,Database 2,3818.336106305655
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,23.2,1.0,-1.0,1.0,no change,,no change,,0.1,5.0,25.06,0.63,1.0,,,,,27.7,81.9,,,,,,,,,,,,,27.4,81.3,,,,,32.0,,,0.37,72.83,,,,,,,,50.0,,,0.0,1.0,,31.5,88.7,Database 2,3219.782649071941
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,23.6,0.0,1.0,1.0,cooler,,no change,,0.1,5.0,24.99,0.62,1.0,,,,,27.7,81.9,,,,,,,,,,,,,27.4,81.3,,,,,32.0,,,0.37,72.83,,,,,,,,65.0,,,0.0,1.0,,31.5,88.7,Database 2,3803.0463078604857
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,30.4,1.0,3.0,0.0,cooler,,more,,0.1,5.0,25.06,0.63,1.0,,,,,27.7,81.9,,,,,,,,,,,,,27.4,81.3,,,,,32.0,,,0.37,72.83,,,,,,,,70.0,,,0.0,1.0,,31.5,88.7,Database 2,3774.123254834224
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,31.8,0.0,0.0,1.0,cooler,,more,,0.0,5.0,24.46,0.68,1.0,,,,,28.3,82.9,,,,,,,,,,,,,27.4,81.3,,,,,31.0,,,0.57,112.2,,,,,,,,77.0,,,0.0,0.0,,31.5,88.7,Database 2,4124.280180126489
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,31.8,0.0,0.0,1.0,cooler,,more,,-0.1,5.0,24.08,0.62,1.0,,,,,28.3,82.9,,,,,,,,,,,,,27.4,81.3,,,,,31.0,,,0.57,112.2,,,,,,,,57.0,,,0.0,0.0,,31.5,88.7,Database 2,4124.280180126489
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,20.2,0.0,3.0,1.0,cooler,,more,,-0.1,5.0,24.08,0.62,1.0,,,,,28.3,82.9,,,,,,,,,,,,,27.4,81.3,,,,,31.0,,,0.57,112.2,,,,,,,,62.0,,,0.0,0.0,,31.5,88.7,Database 2,3618.2645739581712
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,19.0,1.0,0.0,,no change,,more,,-0.1,5.0,24.14,0.63,1.0,,,,,28.3,82.9,,,,,,,,,,,,,27.4,81.3,,,,,31.0,,,0.57,112.2,,,,,,,,56.0,,,0.0,0.0,,31.5,88.7,Database 2,3483.882298966324
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,19.0,1.0,0.0,1.0,no change,,no change,,-0.1,5.0,24.14,0.63,1.0,,,,,28.3,82.9,,,,,,,,,,,,,27.4,81.3,,,,,31.0,,,0.57,112.2,,,,,,,,50.0,,,0.0,0.0,,31.5,88.7,Database 2,3483.882298966324
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,20.8,0.0,-1.0,1.0,cooler,,more,,0.0,5.0,24.46,0.68,1.0,,,,,28.3,82.9,,,,,,,,,,,,,27.4,81.3,,,,,31.0,,,0.57,112.2,,,,,,,,83.0,,,0.0,0.0,,31.5,88.7,Database 2,3832.391842312284
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,20.8,0.0,-1.0,1.0,cooler,,more,,-0.1,5.0,24.08,0.62,1.0,,,,,28.3,82.9,,,,,,,,,,,,,27.4,81.3,,,,,31.0,,,0.57,112.2,,,,,,,,63.0,,,0.0,0.0,,31.5,88.7,Database 2,3832.391842312284
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,30.4,1.0,3.0,1.0,cooler,,more,,0.5,10.0,26.9,0.72,1.0,,,,,27.7,81.9,,,,,,,,,,,,,27.1,80.8,,,,,31.0,,,0.13,25.59,,,,,,,,66.0,,,0.0,0.0,,31.5,88.7,Database 2,3774.123254834224
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,26.2,0.0,0.0,1.0,no change,,no change,,0.7,14.0,27.38,0.62,1.2,,,,,27.7,81.9,,,,,,,,,,,,,27.1,80.8,,,,,31.0,,,0.13,25.59,,,,,,,,71.0,,,0.0,0.0,,31.5,88.7,Database 2,4164.702794476418
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,19.6,0.0,3.0,,cooler,,less,,0.7,14.0,27.38,0.62,1.2,,,,,27.7,81.9,,,,,,,,,,,,,27.1,80.8,,,,,31.0,,,0.13,25.59,,,,,,,,57.0,,,0.0,0.0,,31.5,88.7,Database 2,3550.852214859328
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,23.6,0.0,1.0,1.0,cooler,,more,,0.4,9.0,26.67,0.68,1.0,,,,,27.7,81.9,,,,,,,,,,,,,27.1,80.8,,,,,31.0,,,0.13,25.59,,,,,,,,69.0,,,0.0,0.0,,31.5,88.7,Database 2,3803.0463078604857
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,28.4,1.0,0.0,1.0,no change,,no change,,0.8,18.0,28.03,0.72,1.2,,,,,27.7,81.9,,,,,,,,,,,,,27.1,80.8,,,,,31.0,,,0.13,25.59,,,,,,,,,,,0.0,0.0,,31.5,88.7,Database 2,3371.79875230998
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,29.6,0.0,-2.0,1.0,no change,,no change,,0.7,17.0,27.78,0.68,1.2,,,,,27.7,81.9,,,,,,,,,,,,,27.1,80.8,,,,,31.0,,,0.13,25.59,,,,,,,,65.0,,,0.0,0.0,,31.5,88.7,Database 2,3828.1903509822127
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,23.6,0.0,1.0,1.0,cooler,,more,,0.3,7.0,26.31,0.62,1.0,,,,,27.7,81.9,,,,,,,,,,,,,27.1,80.8,,,,,31.0,,,0.13,25.59,,,,,,,,85.0,,,0.0,0.0,,31.5,88.7,Database 2,3803.0463078604857
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,26.2,0.0,0.0,0.0,no change,,more,,0.4,9.0,26.67,0.68,1.0,,,,,27.7,81.9,,,,,,,,,,,,,27.1,80.8,,,,,31.0,,,0.13,25.59,,,,,,,,60.0,,,0.0,0.0,,31.5,88.7,Database 2,4164.702794476418
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,30.2,0.0,0.0,1.0,no change,,more,,-0.5,10.0,24.06,0.62,1.0,,,,,25.4,77.7,,,,,,,,,,,,,24.8,76.6,,,,,34.0,,,0.15,29.53,,,,,,,,65.0,,,0.0,0.0,,31.5,88.7,Database 2,4040.424570493159
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,20.6,1.0,1.0,0.0,cooler,,more,,-0.3,7.0,24.7,0.72,1.0,,,,,25.4,77.7,,,,,,,,,,,,,24.8,76.6,,,,,34.0,,,0.15,29.53,,,,,,,,47.0,,,0.0,0.0,,31.5,88.7,Database 2,3471.0558804256434
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,30.2,0.0,0.0,1.0,cooler,,more,,-0.5,10.0,24.06,0.62,1.0,,,,,25.4,77.7,,,,,,,,,,,,,24.8,76.6,,,,,34.0,,,0.15,29.53,,,,,,,,72.0,,,0.0,0.0,,31.5,88.7,Database 2,4040.424570493159
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,19.2,0.0,-2.0,1.0,cooler,,less,,-0.5,10.0,24.06,0.62,1.0,,,,,25.4,77.7,,,,,,,,,,,,,24.8,76.6,,,,,34.0,,,0.15,29.53,,,,,,,,70.0,,,0.0,0.0,,31.5,88.7,Database 2,3794.94900407942
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,20.2,0.0,-1.0,,no change,,less,,-0.5,10.0,24.06,0.62,1.0,,,,,25.4,77.7,,,,,,,,,,,,,24.8,76.6,,,,,34.0,,,0.15,29.53,,,,,,,,65.0,,,0.0,0.0,,31.5,88.7,Database 2,3476.641811382627
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,19.2,0.0,-2.0,0.0,warmer,,less,,-0.5,10.0,24.06,0.62,1.0,,,,,25.4,77.7,,,,,,,,,,,,,24.8,76.6,,,,,34.0,,,0.15,29.53,,,,,,,,69.0,,,0.0,0.0,,31.5,88.7,Database 2,3794.94900407942
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,20.2,0.0,-1.0,1.0,no change,,more,,-0.5,10.0,24.06,0.62,1.0,,,,,25.4,77.7,,,,,,,,,,,,,24.8,76.6,,,,,34.0,,,0.15,29.53,,,,,,,,75.0,,,0.0,0.0,,31.5,88.7,Database 2,3476.641811382627
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,26.2,0.0,-1.0,1.0,no change,,no change,,0.0,5.0,25.27,0.62,1.0,,,,,27.0,80.6,,,,,,,,,,,,,26.7,80.1,,,,,32.0,,,0.21,41.34,,,,,,,,60.0,,,0.0,0.0,,31.5,88.7,Database 2,3972.267079539973
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,26.2,0.0,-1.0,1.0,cooler,,more,,0.2,5.0,25.64,0.68,1.0,,,,,27.0,80.6,,,,,,,,,,,,,26.7,80.1,,,,,32.0,,,0.21,41.34,,,,,,,,58.0,,,0.0,0.0,,31.5,88.7,Database 2,3972.267079539973
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,BSh,1.0,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,26.2,0.0,-1.0,1.0,no change,,no change,,0.2,5.0,25.64,0.68,1.0,,,,,27.0,80.6,,,,,,,,,,,,,26.7,80.1,,,,,32.0,,,0.21,41.34,,,,,,,,60.0,,,0.0,0.0,,31.5,88.7,Database 2,3972.267079539973
