Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Air temperature (F),Ta_h (C),Ta_h (F),Ta_m (C),Ta_m (F),Ta_l (C),Ta_l (F),Operative temperature (C),Operative temperature (F),Radiant temperature (C),Radiant temperature (F),Globe temperature (C),Globe temperature (F),Tg_h (C),Tg_h (F),Tg_m (C),Tg_m (F),Tg_l (C),Tg_l (F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject height (cm),Subject weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C),Outdoor monthly air temperature (F),Database,BMI
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,34.6,0.0,1.0,1.0,warmer,,more,,1.3,40.0,29.48,0.7,1.0,,,,,26.0,78.8,,,,,,,,,,,,,29.2,84.6,,,,,47.0,,,0.08,15.75,,,,,,,,73.0,,,0.0,0.0,,30.4,86.7,Database 2,4648.590078582762
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,34.6,0.0,1.0,1.0,cooler,,less,,1.2,37.0,29.26,0.66,1.0,,,,,26.0,78.8,,,,,,,,,,,,,29.2,84.6,,,,,47.0,,,0.08,15.75,,,,,,,,71.0,,,0.0,0.0,,30.4,86.7,Database 2,4648.590078582762
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,31.6,0.0,-2.0,0.0,no change,,more,,1.3,40.0,29.48,0.7,1.0,,,,,26.0,78.8,,,,,,,,,,,,,29.2,84.6,,,,,47.0,,,0.08,15.75,,,,,,,,85.0,,,0.0,0.0,,30.4,86.7,Database 2,3859.340372672884
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,36.4,0.0,2.0,0.0,cooler,,more,,0.3,7.0,25.44,0.66,1.0,,,,,27.6,81.7,,,,,,,,,,,,,27.5,81.5,,,,,54.0,,,0.55,108.27,,,,,,,,70.0,,,0.0,0.0,,30.4,86.7,Database 2,3612.807350084422
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,36.4,0.0,3.0,,cooler,,no change,,0.3,7.0,25.44,0.66,1.0,,,,,27.6,81.7,,,,,,,,,,,,,27.5,81.5,,,,,54.0,,,0.55,108.27,,,,,,,,52.0,,,0.0,0.0,,30.4,86.7,Database 2,4059.563245746631
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,38.6,0.0,0.0,1.0,cooler,,more,,0.4,9.0,25.88,0.72,1.0,,,,,27.6,81.7,,,,,,,,,,,,,27.5,81.5,,,,,54.0,,,0.55,108.27,,,,,,,,62.0,,,0.0,0.0,,30.4,86.7,Database 2,3947.020869103687
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,43.2,0.0,1.0,0.0,cooler,,no change,,1.5,53.0,30.76,0.66,1.0,,,,,29.9,85.8,,,,,,,,,,,,,29.5,85.1,,,,,61.0,,,0.13,25.59,,,,,,,,72.0,,,0.0,0.0,,30.4,86.7,Database 2,3747.093993918524
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,36.2,0.0,0.0,0.0,warmer,,more,,1.5,53.0,30.76,0.66,1.0,,,,,29.9,85.8,,,,,,,,,,,,,29.5,85.1,,,,,61.0,,,0.13,25.59,,,,,,,,69.0,,,0.0,0.0,,30.4,86.7,Database 2,3473.322618117727
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,37.8,0.0,2.0,0.0,cooler,,more,,1.6,57.0,31.14,0.72,1.0,,,,,29.9,85.8,,,,,,,,,,,,,29.5,85.1,,,,,61.0,,,0.13,25.59,,,,,,,,64.0,,,0.0,0.0,,30.4,86.7,Database 2,4644.070458015104
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,37.8,0.0,2.0,0.0,cooler,,more,,1.6,57.0,31.14,0.72,1.0,,,,,29.9,85.8,,,,,,,,,,,,,29.5,85.1,,,,,61.0,,,0.13,25.59,,,,,,,,74.0,,,0.0,0.0,,30.4,86.7,Database 2,4644.070458015104
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,37.8,0.0,2.0,0.0,cooler,,more,,1.6,57.0,31.14,0.72,1.0,,,,,29.9,85.8,,,,,,,,,,,,,29.5,85.1,,,,,61.0,,,0.13,25.59,,,,,,,,60.0,,,0.0,0.0,,30.4,86.7,Database 2,4644.070458015104
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,43.2,0.0,1.0,0.0,cooler,,more,,1.5,53.0,30.76,0.66,1.0,,,,,29.9,85.8,,,,,,,,,,,,,29.5,85.1,,,,,61.0,,,0.13,25.59,,,,,,,,72.0,,,0.0,0.0,,30.4,86.7,Database 2,3747.093993918524
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,37.8,0.0,2.0,,cooler,,more,,1.5,53.0,30.76,0.66,1.0,,,,,29.9,85.8,,,,,,,,,,,,,29.5,85.1,,,,,61.0,,,0.13,25.59,,,,,,,,65.0,,,0.0,0.0,,30.4,86.7,Database 2,4644.070458015104
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,38.6,0.0,1.0,0.0,no change,,more,,1.6,55.0,30.44,0.72,1.0,,,,,29.5,85.1,,,,,,,,,,,,,29.1,84.4,,,,,56.0,,,0.01,1.97,,,,,,,,75.0,,,0.0,0.0,,30.4,86.7,Database 2,3746.616780842886
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,38.6,0.0,1.0,0.0,cooler,,more,,1.5,51.0,29.94,0.64,1.0,,,,,29.5,85.1,,,,,,,,,,,,,29.1,84.4,,,,,56.0,,,0.01,1.97,,,,,,,,78.0,,,0.0,0.0,,30.4,86.7,Database 2,3746.616780842886
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,28.6,1.0,0.0,1.0,no change,,no change,,2.0,75.0,34.32,0.49,2.0,,,,,29.5,85.1,,,,,,,,,,,,,29.1,84.4,,,,,56.0,,,0.01,1.97,,,,,,,,58.0,,,0.0,0.0,,30.4,86.7,Database 2,3826.950551446968
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,34.8,0.0,3.0,0.0,cooler,,more,,1.6,57.0,30.59,0.72,1.0,,,,,29.5,85.1,,,,,,,,,,,,,29.2,84.6,,,,,57.0,,,0.01,1.97,,,,,,,,78.0,,,,0.0,,30.4,86.7,Database 2,3860.842610440544
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,43.2,0.0,1.0,0.0,cooler,,more,,1.5,52.0,29.72,0.72,1.0,,,,,29.9,85.8,,,,,,,,,,,,,29.7,85.5,,,,,58.0,,,0.26,51.18,,,,,,,,67.0,,,0.0,0.0,,30.4,86.7,Database 2,3747.093993918524
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,36.2,0.0,0.0,0.0,cooler,,less,,1.5,52.0,29.72,0.72,1.0,,,,,29.9,85.8,,,,,,,,,,,,,29.7,85.5,,,,,58.0,,,0.26,51.18,,,,,,,,50.0,,,0.0,0.0,,30.4,86.7,Database 2,3473.322618117727
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,29.8,0.0,0.0,1.0,cooler,,more,,1.3,39.0,29.2,0.66,1.0,,,,,28.8,83.8,,,,,,,,,,,,,28.5,83.3,,,,,55.0,,,0.06,11.81,,,,,,,,73.0,,,0.0,0.0,,30.4,86.7,Database 2,3560.1841196777905
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,29.8,0.0,0.0,1.0,no change,,more,,1.3,39.0,29.2,0.66,1.0,,,,,28.8,83.8,,,,,,,,,,,,,28.5,83.3,,,,,55.0,,,0.06,11.81,,,,,,,,85.0,,,0.0,0.0,,30.4,86.7,Database 2,3560.1841196777905
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,40.6,0.0,3.0,0.0,cooler,,more,,1.3,43.0,29.42,0.64,1.0,,,,,29.1,84.4,,,,,,,,,,,,,28.6,83.5,,,,,56.0,,,0.01,1.97,,,,,,,,89.0,,,0.0,0.0,,30.4,86.7,Database 2,4069.3665430662186
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,33.4,1.0,3.0,1.0,cooler,,more,,1.5,51.0,30.26,0.75,1.0,,,,,29.3,84.7,,,,,,,,,,,,,28.8,83.8,,,,,56.0,,,0.04,7.87,,,,,,,,50.0,,,0.0,0.0,,30.4,86.7,Database 2,3789.060487699183
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,43.0,0.0,3.0,1.0,cooler,,more,,1.4,45.0,29.56,0.64,1.0,,,,,29.3,84.7,,,,,,,,,,,,,28.8,83.8,,,,,56.0,,,0.04,7.87,,,,,,,,75.0,,,0.0,0.0,,30.4,86.7,Database 2,4080.439221117717
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Air Conditioned,,,26.8,0.0,1.0,1.0,cooler,,no change,,1.4,45.0,29.56,0.64,1.0,,,,,29.3,84.7,,,,,,,,,,,,,28.8,83.8,,,,,56.0,,,0.04,7.87,,,,,,,,70.0,,,0.0,0.0,,30.4,86.7,Database 2,4322.458888194027
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,32.2,0.0,2.0,1.0,cooler,,more,,-1.1,29.0,22.24,0.72,1.0,,,,,23.3,73.9,,,,,,,,,,,,,24.0,75.2,,,,,56.0,,,0.82,161.42,,,,,,,,70.0,,,0.0,0.0,,30.4,86.7,Database 2,4167.832992791982
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,31.6,0.0,-3.0,1.0,warmer,,less,,-0.2,6.0,24.73,0.72,1.0,,,,,23.7,74.7,,,,,,,,,,,,,24.1,75.4,,,,,57.0,,,0.03,5.91,,,,,,,,79.0,,,0.0,0.0,,30.4,86.7,Database 2,4107.738222876396
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,29.4,1.0,-1.0,1.0,no change,,more,,-0.1,5.0,24.95,0.75,1.0,,,,,23.7,74.7,,,,,,,,,,,,,24.1,75.4,,,,,57.0,,,0.03,5.91,,,,,,,,56.0,,,0.0,0.0,,30.4,86.7,Database 2,3817.55924963022
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,29.6,0.0,0.0,0.0,cooler,,more,,-0.3,6.0,24.43,0.68,1.0,,,,,23.7,74.7,,,,,,,,,,,,,24.1,75.4,,,,,57.0,,,0.03,5.91,,,,,,,,90.0,,,0.0,0.0,,30.4,86.7,Database 2,3748.4249782740494
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,41.4,0.0,-1.0,1.0,no change,,more,,0.2,6.0,25.94,0.72,1.0,,,,,25.4,77.7,,,,,,,,,,,,,25.1,77.2,,,,,55.0,,,0.01,1.97,,,,,,,,60.0,,,0.0,0.0,,30.4,86.7,Database 2,3785.928620327622
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,41.4,0.0,-1.0,1.0,warmer,,more,,0.2,6.0,25.94,0.72,1.0,,,,,25.4,77.7,,,,,,,,,,,,,25.1,77.2,,,,,55.0,,,0.01,1.97,,,,,,,,70.0,,,0.0,0.0,,30.4,86.7,Database 2,3785.928620327622
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,41.4,0.0,-1.0,0.0,no change,,more,,0.1,5.0,25.51,0.66,1.0,,,,,25.4,77.7,,,,,,,,,,,,,25.1,77.2,,,,,55.0,,,0.01,1.97,,,,,,,,68.0,,,0.0,0.0,,30.4,86.7,Database 2,3785.928620327622
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,41.4,0.0,-1.0,1.0,no change,,more,,0.2,6.0,25.94,0.72,1.0,,,,,25.4,77.7,,,,,,,,,,,,,25.1,77.2,,,,,55.0,,,0.01,1.97,,,,,,,,50.0,,,0.0,0.0,,30.4,86.7,Database 2,3785.928620327622
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,31.8,1.0,-2.0,1.0,warmer,,no change,,0.5,10.0,26.95,0.84,1.0,,,,,25.6,78.1,,,,,,,,,,,,,25.4,77.7,,,,,53.0,,,0.03,5.91,,,,,,,,52.0,,,0.0,0.0,,30.4,86.7,Database 2,3865.199669387292
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,34.2,1.0,-1.0,1.0,cooler,,more,,0.5,10.0,26.95,0.84,1.0,,,,,25.6,78.1,,,,,,,,,,,,,25.4,77.7,,,,,53.0,,,0.03,5.91,,,,,,,,65.0,,,0.0,0.0,,30.4,86.7,Database 2,3414.1379986634515
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,42.4,0.0,-1.0,1.0,no change,,no change,,0.3,7.0,26.14,0.72,1.0,,,,,25.6,78.1,,,,,,,,,,,,,25.4,77.7,,,,,53.0,,,0.03,5.91,,,,,,,,69.0,,,0.0,0.0,,30.4,86.7,Database 2,4277.872160449178
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,34.0,1.0,3.0,0.0,cooler,,more,,0.5,10.0,26.95,0.84,1.0,,,,,25.6,78.1,,,,,,,,,,,,,25.4,77.7,,,,,53.0,,,0.03,5.91,,,,,,,,53.0,,,0.0,0.0,,30.4,86.7,Database 2,3333.870487284561
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,34.0,1.0,3.0,0.0,cooler,,more,,0.5,10.0,26.95,0.84,1.0,,,,,25.6,78.1,,,,,,,,,,,,,25.4,77.7,,,,,53.0,,,0.03,5.91,,,,,,,,49.0,,,0.0,0.0,,30.4,86.7,Database 2,3333.870487284561
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,31.4,0.0,-1.0,1.0,no change,,no change,,-1.0,26.0,22.38,0.72,1.0,,,,,23.0,73.4,,,,,,,,,,,,,23.1,73.6,,,,,55.0,,,0.31,61.02,,,,,,,,74.0,,,0.0,0.0,,30.4,86.7,Database 2,3821.4990626185768
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,31.4,0.0,-1.0,1.0,cooler,,more,,-1.0,26.0,22.38,0.72,1.0,,,,,23.0,73.4,,,,,,,,,,,,,23.1,73.6,,,,,55.0,,,0.31,61.02,,,,,,,,85.0,,,0.0,0.0,,30.4,86.7,Database 2,3821.4990626185768
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,37.6,0.0,3.0,1.0,cooler,,less,,-0.4,8.0,23.64,0.72,1.2,,,,,23.0,73.4,,,,,,,,,,,,,23.1,73.6,,,,,55.0,,,0.31,61.02,,,,,,,,72.0,,,0.0,0.0,,30.4,86.7,Database 2,4034.065088611425
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,29.6,0.0,1.0,1.0,cooler,,more,,-1.0,26.0,22.38,0.72,1.0,,,,,23.0,73.4,,,,,,,,,,,,,23.1,73.6,,,,,55.0,,,0.31,61.02,,,,,,,,68.0,,,0.0,0.0,,30.4,86.7,Database 2,3800.551067606089
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,29.6,0.0,1.0,1.0,cooler,,no change,,-1.0,26.0,22.38,0.72,1.0,,,,,23.0,73.4,,,,,,,,,,,,,23.1,73.6,,,,,55.0,,,0.31,61.02,,,,,,,,71.0,,,0.0,0.0,,30.4,86.7,Database 2,3800.551067606089
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,28.0,1.0,-1.0,1.0,no change,,no change,,-0.7,15.0,23.27,0.84,1.0,,,,,23.0,73.4,,,,,,,,,,,,,23.1,73.6,,,,,55.0,,,0.31,61.02,,,,,,,,70.0,,,0.0,0.0,,30.4,86.7,Database 2,3581.9519941889757
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,31.0,0.0,-2.0,1.0,no change,,no change,,-1.1,29.0,22.22,0.7,1.0,,,,,23.0,73.4,,,,,,,,,,,,,23.1,73.6,,,,,55.0,,,0.31,61.02,,,,,,,,62.0,,,0.0,0.0,,30.4,86.7,Database 2,3699.62370732178
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,31.0,0.0,-2.0,1.0,warmer,,more,,-1.0,26.0,22.38,0.72,1.0,,,,,23.0,73.4,,,,,,,,,,,,,23.1,73.6,,,,,55.0,,,0.31,61.02,,,,,,,,75.0,,,0.0,0.0,,30.4,86.7,Database 2,3699.62370732178
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,27.0,1.0,0.0,1.0,cooler,,more,,0.3,7.0,26.27,0.75,1.0,,,,,25.5,77.9,,,,,,,,,,,,,25.5,77.9,,,,,49.0,,,0.02,3.94,,,,,,,,50.0,,,0.0,0.0,,30.4,86.7,Database 2,4043.257831542948
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,40.2,0.0,0.0,,no change,,no change,,0.3,6.0,26.07,0.72,1.0,,,,,25.5,77.9,,,,,,,,,,,,,25.5,77.9,,,,,49.0,,,0.02,3.94,,,,,,,,83.0,,,0.0,0.0,,30.4,86.7,Database 2,3882.767595227067
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,42.0,0.0,-1.0,1.0,cooler,,more,,0.2,6.0,25.67,0.66,1.0,,,,,25.5,77.9,,,,,,,,,,,,,25.5,77.9,,,,,49.0,,,0.02,3.94,,,,,,,,57.0,,,0.0,0.0,,30.4,86.7,Database 2,3949.933075535456
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,35.8,0.0,2.0,0.0,no change,,more,,0.3,6.0,26.07,0.72,1.0,,,,,25.5,77.9,,,,,,,,,,,,,25.5,77.9,,,,,49.0,,,0.02,3.94,,,,,,,,73.0,,,0.0,0.0,,30.4,86.7,Database 2,4286.227486723573
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,42.0,0.0,-1.0,1.0,no change,,no change,,0.3,6.0,26.07,0.72,1.0,,,,,25.5,77.9,,,,,,,,,,,,,25.5,77.9,,,,,49.0,,,0.02,3.94,,,,,,,,69.0,,,0.0,0.0,,30.4,86.7,Database 2,3949.933075535456
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,37.2,0.0,3.0,1.0,no change,,more,,0.2,6.0,25.8,0.68,1.0,,,,,25.5,77.9,,,,,,,,,,,,,25.5,77.9,,,,,49.0,,,0.02,3.94,,,,,,,,85.0,,,0.0,0.0,,30.4,86.7,Database 2,3834.014363365489
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,0.0,Aw,0.0,Chennai,India,Office,Mixed Mode,Air Conditioned,,34.0,0.0,0.0,,cooler,,more,,0.4,8.0,26.66,0.72,1.0,,,,,26.1,79.0,,,,,,,,,,,,,26.1,79.0,,,,,48.0,,,0.11,21.65,,,,,,,,70.0,,,0.0,1.0,,30.4,86.7,Database 2,4196.675888806512
